"Experiment","Listener","lambda","depth","nullcost","Pearson","Pearson.p","Spearman","Spearman.p","MSE"
"embeddedscalars-experiment-results-likert.csv","Unconstrained",1.2,5,1,0.830666293434093,4.23068428710013e-24,0.793387113119047,1.13440202517816e-20,0.0147326077852966
"embeddedscalars-experiment-results-likert.csv","NeoGricean",1.2,5,2,0.826317783296085,1.16868783400888e-23,0.773664482903132,3.94635874145731e-19,0.0135631063963616
"embeddedscalars-experiment-results-likert.csv","Literal",1.2,5,2,0.935047773665439,2.11598422341985e-41,0.756008363330279,7.08041217013823e-18,0.00785327153227817
"embeddedscalars-experiment-results-likert.csv","Fixed lexicon",1.2,5,2,0.917470894683823,5.44189836243779e-37,0.750132410824878,1.75391852822773e-17,0.00961856969793554
"embeddedscalars-experiment-results-likert.csv","Unconstrained",1.2,5,2,0.828977893850191,6.29829663451946e-24,0.793266688558182,1.1605982181118e-20,0.0148893426378342
"embeddedscalars-experiment-results-likert.csv","NeoGricean",1.2,5,3,0.825382504748085,1.44881169877644e-23,0.77395310265377,3.75635493526e-19,0.0136541852011547
"embeddedscalars-experiment-results-likert.csv","Literal",1.2,5,3,0.935047773665439,2.11598422341985e-41,0.756008363330279,7.08041217013823e-18,0.00785327153227817
"embeddedscalars-experiment-results-likert.csv","Fixed lexicon",1.2,5,3,0.917244441006102,6.10885289022919e-37,0.750132410824878,1.75391852822773e-17,0.00964129768585022
"embeddedscalars-experiment-results-likert.csv","Unconstrained",1.2,5,3,0.828460554037591,7.1088099125785e-24,0.793266688558182,1.1605982181118e-20,0.0149384258617125
"embeddedscalars-experiment-results-likert.csv","NeoGricean",1.2,5,4,0.825094152212755,1.54763784355724e-23,0.773645241586423,3.95935190144749e-19,0.0136824828659228
"embeddedscalars-experiment-results-likert.csv","Literal",1.2,5,4,0.935047773665439,2.11598422341985e-41,0.756008363330279,7.08041217013823e-18,0.00785327153227817
"embeddedscalars-experiment-results-likert.csv","Fixed lexicon",1.2,5,4,0.917175157686278,6.32837889085879e-37,0.750132410824878,1.75391852822773e-17,0.0096482539843793
"embeddedscalars-experiment-results-likert.csv","Unconstrained",1.2,5,4,0.828303647145565,7.37407635155674e-24,0.793266688558182,1.1605982181118e-20,0.014953416567207
"embeddedscalars-experiment-results-likert.csv","NeoGricean",1.2,5,5,0.825006670458371,1.57889480522349e-23,0.773645241586423,3.95935190144749e-19,0.0136910880836464
"embeddedscalars-experiment-results-likert.csv","Literal",1.2,5,5,0.935047773665439,2.11598422341985e-41,0.756008363330279,7.08041217013823e-18,0.00785327153227817
"embeddedscalars-experiment-results-likert.csv","Fixed lexicon",1.2,5,5,0.917154190586752,6.39631693419906e-37,0.750132410824878,1.75391852822773e-17,0.00965035940737899
"embeddedscalars-experiment-results-likert.csv","Unconstrained",1.2,5,5,0.82825628012368,7.45602911849561e-24,0.793266688558182,1.1605982181118e-20,0.0149579516164752
"embeddedscalars-experiment-results-likert.csv","NeoGricean",1.2,5,6,0.82498026336316,1.58844997961583e-23,0.773645241586423,3.95935190144749e-19,0.0136936874785551
"embeddedscalars-experiment-results-likert.csv","Literal",1.2,5,6,0.935047773665439,2.11598422341985e-41,0.756008363330279,7.08041217013823e-18,0.00785327153227817
"embeddedscalars-experiment-results-likert.csv","Fixed lexicon",1.2,5,6,0.917147866356838,6.41694809856899e-37,0.750132410824878,1.75391852822773e-17,0.0096509944812532
"embeddedscalars-experiment-results-likert.csv","Unconstrained",1.2,5,6,0.828242003437525,7.48090336165846e-24,0.793266688558182,1.1605982181118e-20,0.0149593193881346
"embeddedscalars-experiment-results-likert.csv","NeoGricean",1.2,5,7,0.824972304406502,1.59134086736706e-23,0.773645241586423,3.95935190144749e-19,0.0136944710893058
"embeddedscalars-experiment-results-likert.csv","Literal",1.2,5,7,0.935047773665439,2.11598422341985e-41,0.756008363330279,7.08041217013823e-18,0.00785327153227817
"embeddedscalars-experiment-results-likert.csv","Fixed lexicon",1.2,5,7,0.917145960712123,6.42317748527203e-37,0.750132410824878,1.75391852822773e-17,0.00965118584657284
"embeddedscalars-experiment-results-likert.csv","Unconstrained",1.2,5,7,0.828237702466866,7.48841273767986e-24,0.793266688558182,1.1605982181118e-20,0.01495973152096
"embeddedscalars-experiment-results-likert.csv","NeoGricean",1.3,0,0,0.922173989472788,4.56221432162351e-38,0.790360766637502,2.00430122477496e-20,0.00571295235601163
"embeddedscalars-experiment-results-likert.csv","Literal",1.3,0,0,0.935047773665439,2.11598422341985e-41,0.756008363330279,7.08041217013823e-18,0.00785327153227817
"embeddedscalars-experiment-results-likert.csv","Fixed lexicon",1.3,0,0,0.915898963280089,1.20600516820148e-36,0.750046470238199,1.77701136900387e-17,0.00978462012567837
"embeddedscalars-experiment-results-likert.csv","Unconstrained",1.3,0,0,0.943016285327479,7.93128695457412e-44,0.803577937374624,1.55287248880979e-21,0.00520990017942519
"embeddedscalars-experiment-results-likert.csv","NeoGricean",1.3,0,1,0.924081110223718,1.59644906619836e-38,0.790303042362988,2.02599533254258e-20,0.00558474671975045
"embeddedscalars-experiment-results-likert.csv","Literal",1.3,0,1,0.935047773665439,2.11598422341985e-41,0.756008363330279,7.08041217013823e-18,0.00785327153227817
"embeddedscalars-experiment-results-likert.csv","Fixed lexicon",1.3,0,1,0.916769159564936,7.77810424029095e-37,0.750046470238199,1.77701136900387e-17,0.0096970077678912
"embeddedscalars-experiment-results-likert.csv","Unconstrained",1.3,0,1,0.944022069709556,3.7024460005987e-44,0.804059638563449,1.40950702143163e-21,0.00514559953327824
"embeddedscalars-experiment-results-likert.csv","NeoGricean",1.3,0,2,0.922714449377823,3.39731308576863e-38,0.790360766637502,2.00430122477496e-20,0.00567648439807574
"embeddedscalars-experiment-results-likert.csv","Literal",1.3,0,2,0.935047773665439,2.11598422341985e-41,0.756008363330279,7.08041217013823e-18,0.00785327153227817
"embeddedscalars-experiment-results-likert.csv","Fixed lexicon",1.3,0,2,0.916143941682902,1.06643766687589e-36,0.750046470238199,1.77701136900387e-17,0.00975993603188075
"embeddedscalars-experiment-results-likert.csv","Unconstrained",1.3,0,2,0.943298966844339,6.41159516706251e-44,0.803577937374624,1.55287248880979e-21,0.00519174997340361
"embeddedscalars-experiment-results-likert.csv","NeoGricean",1.3,0,3,0.922322906802209,4.2071539774132e-38,0.790360766637502,2.00430122477496e-20,0.005702893452564
"embeddedscalars-experiment-results-likert.csv","Literal",1.3,0,3,0.935047773665439,2.11598422341985e-41,0.756008363330279,7.08041217013823e-18,0.00785327153227817
"embeddedscalars-experiment-results-likert.csv","Fixed lexicon",1.3,0,3,0.915966333955324,1.16594021855376e-36,0.750046470238199,1.77701136900387e-17,0.00977783030189151
"embeddedscalars-experiment-results-likert.csv","Unconstrained",1.3,0,3,0.943093985704378,7.48167838059056e-44,0.803577937374624,1.55287248880979e-21,0.00520490528819734
"embeddedscalars-experiment-results-likert.csv","NeoGricean",1.3,0,4,0.922214696728309,4.46235426159125e-38,0.790360766637502,2.00430122477496e-20,0.00571020190978635
