Experiment,Listener,lambda,depth,nullcost,Pearson,Pearson p,Spearman,Spearman p,MSE
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,0,7.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,0,7.0,0.9324569952033398,1.1181090009959866e-40,0.75735996997400057,5.7261775478665642e-18,0.0070351490777524417
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,0,7.0,0.97728730410290809,4.3763143001227925e-61,0.81213885816287257,2.664580643748923e-22,0.0018826855036842591
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,1,0.0,0.96036194363452054,1.3346377255018382e-50,0.79842279121740889,4.3071578610763501e-21,0.0027329123297921247
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,1,0.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,1,0.0,0.92910547226626949,8.755095864463772e-40,0.75761821956594444,5.4977003986303046e-18,0.0073623439613076606
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,1,0.0,0.97374962026319045,2.369032167939926e-58,0.80992739740766073,4.2371409404121776e-22,0.0021257622558282794
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,1,1.0,0.96808275737373151,1.140915212189107e-54,0.8012077909055515,2.491422740154756e-21,0.0022063597460487906
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,1,1.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,1,1.0,0.93398367086576839,4.2267432080339284e-41,0.75735996997400057,5.7261775478665642e-18,0.0068871575328698252
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,1,1.0,0.97900700363764548,1.4204558982043122e-62,0.81231979586102632,2.564658817978211e-22,0.0017664035912163686
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,1,2.0,0.96768103181532195,1.9612899945848733e-54,0.8012077909055515,2.491422740154756e-21,0.0022333374989950017
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,1,2.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,1,2.0,0.93371702056472006,5.01788260703593e-41,0.75735996997400057,5.7261775478665642e-18,0.0069129607103781748
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,1,2.0,0.97870011916972544,2.6725017857337956e-62,0.81229969167234251,2.575578828245367e-22,0.0017870497810467758
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,1,3.0,0.96728088299611803,3.3417245089964652e-54,0.80095723730038981,2.6181212821861734e-21,0.0022602614970911494
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,1,3.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,1,3.0,0.93345345370453447,5.9411322970442069e-41,0.75735996997400057,5.7261775478665642e-18,0.0069384839941688944
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,1,3.0,0.97839968504289287,4.9180697738387965e-62,0.81229969167234251,2.575578828245367e-22,0.0018073080198895725
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,1,4.0,0.96688485411023595,5.626021928177413e-54,0.80095723730038981,2.6181212821861734e-21,0.0022869576961740364
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,1,4.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,1,4.0,0.93319442289818721,7.0091153492903533e-41,0.75735996997400057,5.7261775478665642e-18,0.0069635861588471038
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,1,4.0,0.97810707902162253,8.835165377749433e-62,0.81229969167234251,2.575578828245367e-22,0.001827080509688348
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,1,5.0,0.96649529747857366,9.3339905251178289e-54,0.80095723730038981,2.6181212821861734e-21,0.0023132640970405511
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,1,5.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,1,5.0,0.93294124907644782,8.2329582134616449e-41,0.75735996997400057,5.7261775478665642e-18,0.0069881383160347709
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,1,5.0,0.97782350154186015,1.5471262055796696e-61,0.81217906654024008,2.6420540004403834e-22,0.001846281201915591
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,1,6.0,0.96611433825221249,1.5225841136631944e-53,0.80095723730038981,2.6181212821861734e-21,0.0023390333504528802
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,1,6.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,1,6.0,0.9326951033995613,9.6215920851325479e-41,0.75735996997400057,5.7261775478665642e-18,0.007012025733329273
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,1,6.0,0.97754996754648427,2.6378943898788573e-61,0.81217906654024008,2.6420540004403834e-22,0.0018648364909611157
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,1,7.0,0.96574384830112148,2.4374584099124786e-53,0.80109215078009222,2.5491409502603508e-21,0.0023641346895608767
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,1,7.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,1,7.0,0.9324569952033398,1.1181090009959866e-40,0.75735996997400057,5.7261775478665642e-18,0.0070351490777524417
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,1,7.0,0.97728730410290809,4.3763143001227925e-61,0.81213885816287257,2.664580643748923e-22,0.0018826855036842591
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,2,0.0,0.95356376670601395,1.2211146410750651e-47,0.7992856004902551,3.6386108666778596e-21,0.002975869349079206
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,2,0.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,2,0.0,0.92910547226626949,8.755095864463772e-40,0.75761821956594444,5.4977003986303046e-18,0.0073623439613076606
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,2,0.0,0.97202430215802682,3.7584340729896981e-57,0.80727876045445068,7.3266700183065494e-22,0.0021154511484996032
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,2,1.0,0.95558911948769998,1.7926017482302114e-48,0.80001798383579281,3.1511853662233243e-21,0.002829041919126119
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,2,1.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,2,1.0,0.93398367086576839,4.2267432080339284e-41,0.75735996997400057,5.7261775478665642e-18,0.0068871575328698252
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,2,1.0,0.97499831138150206,2.8496918800913378e-59,0.80999280933158568,4.1797688734066122e-22,0.0018988265612031102
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,2,2.0,0.95547688130152908,1.9983398994001954e-48,0.79990234436018159,3.2236916748914901e-21,0.0028373477060553536
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,2,2.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,2,2.0,0.93371702056472006,5.01788260703593e-41,0.75735996997400057,5.7261775478665642e-18,0.0069129607103781748
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,2,2.0,0.97482010161034494,3.8803855822842952e-59,0.80975156054250697,4.3951848259060438e-22,0.0019118902545688027
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,2,3.0,0.95536549814916505,2.2252321834567408e-48,0.79990234436018159,3.2236916748914901e-21,0.0028455561934440069
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,2,3.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,2,3.0,0.93345345370453447,5.9411322970442069e-41,0.75735996997400057,5.7261775478665642e-18,0.0069384839941688944
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,2,3.0,0.9746455118029026,5.2396213556128686e-59,0.80975156054250697,4.3951848259060438e-22,0.0019246701937868775
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,2,4.0,0.95525579492083668,2.4732071371255351e-48,0.79972888514676477,3.3354982799654178e-21,0.002853612248816262
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,2,4.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,2,4.0,0.93319442289818721,7.0091153492903533e-41,0.75735996997400057,5.7261775478665642e-18,0.0069635861588471038
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,2,4.0,0.97447553357494043,7.0050163730986518e-59,0.8093092710958627,4.8184668227088039e-22,0.001937097454544655
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,2,5.0,0.95514849414958058,2.741761051093577e-48,0.79972888514676477,3.3354982799654178e-21,0.0028614678430382264
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,2,5.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,2,5.0,0.93294124907644782,8.2329582134616449e-41,0.75735996997400057,5.7261775478665642e-18,0.0069881383160347709
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,2,5.0,0.97431100608742205,9.2611955327388214e-59,0.8093092710958627,4.8184668227088039e-22,0.0019491138535061012
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,2,6.0,0.95504421269973927,3.0299405856469827e-48,0.79953615268741274,3.4641460470729288e-21,0.0028690822507951687
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,2,6.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,2,6.0,0.9326951033995613,9.6215920851325479e-41,0.75735996997400057,5.7261775478665642e-18,0.007012025733329273
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,2,6.0,0.97415261581946,1.2096535886571058e-58,0.80896750197800127,5.172423479351098e-22,0.0019606719654647916
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,2,7.0,0.95494346195719648,3.3363480088685825e-48,0.79953615268741274,3.4641460470729288e-21,0.0028764220154587215
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,2,7.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,2,7.0,0.9324569952033398,1.1181090009959866e-40,0.75735996997400057,5.7261775478665642e-18,0.0070351490777524417
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,2,7.0,0.9740009008718703,1.5598878385623457e-58,0.80838448407106123,5.8353586145219791e-22,0.0019717348231913785
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,3,0.0,0.9522986365909365,3.877819045541648e-47,0.79611515153391432,6.7357346537093337e-21,0.0030485785114926262
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,3,0.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,3,0.0,0.92910547226626949,8.755095864463772e-40,0.75761821956594444,5.4977003986303046e-18,0.0073623439613076606
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,3,0.0,0.97120088283693073,1.323453125060555e-56,0.80743959298050316,7.0887506868939738e-22,0.0021660010980880527
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,3,1.0,0.95381964427441412,9.6284906495726797e-48,0.79773410419247126,4.9250226290119759e-21,0.0029328754276589037
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,3,1.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,3,1.0,0.93398367086576839,4.2267432080339284e-41,0.75735996997400057,5.7261775478665642e-18,0.0068871575328698252
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,3,1.0,0.97392460699470029,1.7716617217819942e-58,0.80995260120007251,4.21494493218873e-22,0.001963067461803897
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,3,2.0,0.95373638429406959,1.0404039278037769e-47,0.79742573225750812,5.2288167421665045e-21,0.0029394421676507787
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,3,2.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,3,2.0,0.93371702056472006,5.01788260703593e-41,0.75735996997400057,5.7261775478665642e-18,0.0069129607103781748
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,3,2.0,0.97376515810762532,2.3088754240210201e-58,0.8093092710958627,4.8184668227088039e-22,0.0019750874733634517
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,3,3.0,0.9536533432880977,1.1238169823981426e-47,0.79723299979815609,5.4278478397604664e-21,0.0029459432975310475
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,3,3.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,3,3.0,0.93345345370453447,5.9411322970442069e-41,0.75735996997400057,5.7261775478665642e-18,0.0069384839941688944
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,3,3.0,0.97360819297612378,2.9918436670445155e-58,0.80840458813681781,5.8111829697209603e-22,0.0019868903819426592
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,3,4.0,0.9535712403978317,1.2126919037149596e-47,0.79723299979815609,5.4278478397604664e-21,0.0029523306302881788
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,3,4.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,3,4.0,0.93319442289818721,7.0091153492903533e-41,0.75735996997400057,5.7261775478665642e-18,0.0069635861588471038
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,3,4.0,0.97345473528409365,3.8486547993188963e-58,0.80808292308471297,6.2099356140180379e-22,0.0019984047871156709
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,3,5.0,0.95349070323102725,1.3065225557266286e-47,0.79686680812538724,5.8264717918021639e-21,0.0029585624931907804
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,3,5.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,3,5.0,0.93294124907644782,8.2329582134616449e-41,0.75735996997400057,5.7261775478665642e-18,0.0069881383160347709
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,3,5.0,0.97330566151212772,4.9084332626560979e-58,0.80800250682168673,6.3137045447441924e-22,0.0020095697981442973
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,3,6.0,0.95341226581706784,1.4047025940616845e-47,0.79686680812538724,5.8264717918021639e-21,0.0029646038282278098
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,3,6.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,3,6.0,0.9326951033995613,9.6215920851325479e-41,0.75735996997400057,5.7261775478665642e-18,0.007012025733329273
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,3,6.0,0.97316169931174379,6.1999607583470579e-58,0.80800250682168673,6.3137045447441924e-22,0.0020203351372402186
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,3,7.0,0.95333636967491253,1.5065403186147344e-47,0.79686680812538724,5.8264717918021639e-21,0.0029704260816014239
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,3,7.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,3,7.0,0.9324569952033398,1.1181090009959866e-40,0.75735996997400057,5.7261775478665642e-18,0.0070351490777524417
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,3,7.0,0.97302343062351737,7.7500611764735322e-58,0.80800250682168673,6.3137045447441924e-22,0.0020306609093690303
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,4,0.0,0.95218355452009895,4.3008881650217762e-47,0.79532494845057111,7.8399043252702939e-21,0.0030552610516336588
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,4,0.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,4,0.0,0.92910547226626949,8.755095864463772e-40,0.75761821956594444,5.4977003986303046e-18,0.0073623439613076606
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,4,0.0,0.97113278173746032,1.4662620976986213e-56,0.80747980111201623,7.0304539304385344e-22,0.0021702377630331278
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,4,1.0,0.95364654480747157,1.1309279988377663e-47,0.79773410419247126,4.9250226290119759e-21,0.0029431108291135197
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,4,1.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,4,1.0,0.93398367086576839,4.2267432080339284e-41,0.75735996997400057,5.7261775478665642e-18,0.0068871575328698252
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,4,1.0,0.97382077649316545,2.1055248159665055e-58,0.80999280933158568,4.1797688734066122e-22,0.0019693267328177266
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,4,2.0,0.95356664982050177,1.217858670641835e-47,0.79723299979815609,5.4278478397604664e-21,0.0029494765722478107
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,4,2.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,4,2.0,0.93371702056472006,5.01788260703593e-41,0.75735996997400057,5.7261775478665642e-18,0.0069129607103781748
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,4,2.0,0.97366387406929289,2.7295768804609541e-58,0.80870614912316607,5.4600171334370451e-22,0.0019812010895676104
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,4,3.0,0.95348689745365711,1.3111276158401663e-47,0.79723299979815609,5.4278478397604664e-21,0.0029557806218373974
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,4,3.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,4,3.0,0.93345345370453447,5.9411322970442069e-41,0.75735996997400057,5.7261775478665642e-18,0.0069384839941688944
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,4,3.0,0.97350932327022022,3.5194711184653714e-58,0.80844479626833088,5.7631232804163475e-22,0.0019928662019155522
embeddedscalars-experiment-results-binary.csv,Unconstrained,0.10000000000000001,4,4.0,0.95340799438277435,1.4102510706203469e-47,0.79704026733880406,5.6342283765513114e-21,0.0029619755907793737
embeddedscalars-experiment-results-binary.csv,Literal,0.10000000000000001,4,4.0,0.93837874816654188,2.2432490742415311e-42,0.76173843987858747,2.8512300600314886e-18,0.0064633409124964826
embeddedscalars-experiment-results-binary.csv,Fixed lexicon,0.10000000000000001,4,4.0,0.93319442289818721,7.0091153492903533e-41,0.75735996997400057,5.7261775478665642e-18,0.0069635861588471038
embeddedscalars-experiment-results-binary.csv,NeoGricean,0.10000000000000001,4,4.0,0.97335814796891318,4.5062909119106701e-58,0.8080427149531999,6.261611227536201e-22,0.0020042506003268802
