workerid,Answer.language,player1color,player2color,player3color,sentence,condition,conditionOrder,trialnum,response,rt,trainingCorrect
301,English,wheat,grey,lightblue,Every player hit none of his shots,all-all-all,all-all-all,24,F,5610,NA
301,English,pink,darkorange,lightblue,All the players are tied,half-all-all,all-all-half,25,F,7675,NA
301,English,tan,lightorange,darkorange,Exactly one player hit some of his shots,none-none-all,none-all-none,26,T,7636,NA
301,English,royalblue,tan,wheat,Exactly one player hit none of his shots,half-half-half,half-half-half,27,F,3601,NA
301,English,tan,lightorange,lightblue,Player B made no shots,none-half-half,half-half-none,20,F,3600,NA
301,English,royalblue,lightorange,grey,Player C made no shots,none-half-all,none-all-half,21,F,3499,NA
301,English,darkorange,purple,yellow,Someone did better than Player C,half-half-all,half-half-all,22,F,6331,NA
301,English,pink,midnight,seafoam,Player A placed second,half-all-all,all-all-half,23,F,4933,NA
301,English,lightblue,grey,wheat,We have a clear loser,none-none-all,none-none-all,28,F,5001,NA
301,English,brown,lightorange,midnight,Player C placed second,none-all-all,all-none-all,1,F,21216,NA
301,English,darkorange,pink,lavender,Player B placed second,none-none-all,none-all-none,0,F,28861,NA
301,English,lightblue,yellow,lightorange,No player hit some of his shots,all-all-all,all-all-all,3,F,14779,NA
301,English,seafoam,grey,lightorange,Player A tied with Player C,none-all-all,all-all-none,2,F,7081,NA
301,English,grey,wheat,darkorange,Player B shot perfectly,half-all-all,all-all-half,5,T,5196,NA
301,English,wheat,yellow,grey,Every player hit all of his shots,half-all-all,all-half-all,4,F,5187,NA
301,English,pink,seafoam,tan,No player hit all of his shots,none-none-half,half-none-none,7,T,7075,NA
301,English,wheat,royalblue,purple,Player C shot perfectly,none-all-all,none-all-all,6,T,5144,NA
301,English,darkorange,lightblue,grey,No player hit none of his shots,none-half-half,none-half-half,9,F,9215,NA
301,English,grey,lightblue,midnight,Player B tied with Player C,half-half-half,half-half-half,8,T,7496,NA
301,English,brown,royalblue,lavender,Exactly one player hit all of his shots,none-none-half,half-none-none,11,F,9511,NA
301,English,lavender,tan,yellow,Player A tied with Player B,none-none-half,none-none-half,10,T,6530,NA
301,English,darkorange,wheat,royalblue,Every player hit some of his shots,none-half-half,half-half-none,13,F,4553,NA
301,English,tan,lightorange,purple,Someone did better than Player A,none-none-half,none-none-half,12,T,8969,NA
301,English,darkorange,purple,brown,We have a clear winner,none-none-none,none-none-none,15,F,4166,NA
301,English,midnight,royalblue,purple,Someone did better than Player B,all-all-all,all-all-all,14,F,7086,NA
301,English,purple,grey,yellow,Player A shot perfectly,none-half-half,half-none-half,17,F,5227,NA
301,English,wheat,royalblue,lavender,Player A made no shots,none-all-all,all-all-none,16,F,4847,NA
301,English,purple,darkorange,tan,Most of the players missed shots,all-all-all,all-all-all,19,F,4227,NA
301,English,pink,darkorange,royalblue,Most of the players made shots,none-none-none,none-none-none,18,F,5875,NA
301,English,brown,seafoam,lightorange,Player A was the star player of the round,most-none-all,most-none-all,-1,F,9903,yes
301,English,midnight,wheat,tan,Player A made none of his baskets,all-none-few,all-none-few,-3,F,17429,yes
301,English,lightblue,lavender,midnight,Player C messed up,all-all-none,all-all-none,-2,T,9146,yes
302,english,grey,lightblue,yellow,Player C shot perfectly,none-none-none,none-none-none,24,F,4362,NA
302,english,royalblue,wheat,pink,Player A tied with Player C,all-all-all,all-all-all,25,T,7823,NA
302,english,midnight,pink,brown,Exactly one player hit all of his shots,none-half-all,half-none-all,26,T,7749,NA
302,english,tan,yellow,lavender,Someone did better than Player A,half-half-all,half-all-half,27,T,7000,NA
302,english,midnight,wheat,lavender,Exactly one player hit none of his shots,none-half-all,all-none-half,20,F,12057,NA
302,english,grey,royalblue,darkorange,Someone did better than Player B,none-none-half,none-none-half,21,T,6346,NA
302,english,midnight,lavender,royalblue,Most of the players missed shots,half-half-all,half-half-all,22,T,9258,NA
302,english,lightorange,darkorange,lightblue,Someone did better than Player C,none-none-half,half-none-none,23,T,5613,NA
302,english,darkorange,lightorange,grey,Every player hit none of his shots,half-half-half,half-half-half,28,F,4908,NA
302,english,darkorange,tan,lightblue,Player B placed second,all-all-all,all-all-all,1,F,13625,NA
302,english,grey,tan,lavender,Every player hit some of his shots,none-none-all,none-all-none,0,F,11718,NA
302,english,pink,wheat,royalblue,No player hit none of his shots,none-all-all,all-all-none,3,F,36525,NA
302,english,pink,grey,tan,No player hit all of his shots,half-half-half,half-half-half,2,T,9392,NA
302,english,brown,yellow,purple,Player A tied with Player B,none-none-half,half-none-none,5,F,8829,NA
302,english,lightorange,darkorange,pink,Player A placed second,half-half-half,half-half-half,4,F,11074,NA
302,english,lightorange,lightblue,seafoam,Player C placed second,none-none-none,none-none-none,7,F,14142,NA
302,english,lavender,pink,royalblue,Player B made no shots,all-all-all,all-all-all,6,F,10570,NA
302,english,lavender,tan,royalblue,No player hit some of his shots,half-half-half,half-half-half,9,F,8920,NA
302,english,tan,purple,royalblue,We have a clear loser,none-half-all,all-half-none,8,T,9360,NA
302,english,wheat,royalblue,lightblue,Player C made no shots,all-all-all,all-all-all,11,F,7689,NA
302,english,lightorange,lightblue,brown,Most of the players made shots,none-half-all,none-all-half,10,T,8473,NA
302,english,darkorange,grey,brown,Player A shot perfectly,none-half-half,half-half-none,13,F,5190,NA
302,english,wheat,lightblue,pink,Every player hit all of his shots,none-none-all,all-none-none,12,F,6284,NA
302,english,purple,seafoam,darkorange,Player A made no shots,all-all-all,all-all-all,15,F,4889,NA
302,english,lightorange,yellow,royalblue,All the players are tied,none-half-all,all-half-none,14,F,6906,NA
302,english,brown,lightorange,royalblue,Exactly one player hit some of his shots,half-half-half,half-half-half,17,F,5493,NA
302,english,lightorange,darkorange,lavender,Player B tied with Player C,none-none-half,none-half-none,16,F,5218,NA
302,english,wheat,tan,lightorange,We have a clear winner,none-half-half,none-half-half,19,F,8274,NA
302,english,lightorange,royalblue,brown,Player B shot perfectly,none-none-half,none-none-half,18,F,7761,NA
302,english,yellow,midnight,royalblue,Player A was the star player of the round,most-none-all,most-none-all,-1,F,13767,yes
302,english,tan,midnight,darkorange,Player A made none of his baskets,all-none-few,all-none-few,-3,F,36236,no
302,english,lightorange,darkorange,grey,Player C messed up,all-all-none,all-all-none,-2,T,11657,yes
303,English,tan,lightblue,lavender,Player B made no shots,none-all-all,none-all-all,24,F,2652,NA
303,English,tan,royalblue,brown,Player B tied with Player C,none-none-none,none-none-none,25,T,2332,NA
303,English,royalblue,yellow,pink,Player C made no shots,none-none-none,none-none-none,26,T,3200,NA
303,English,grey,pink,midnight,Exactly one player hit all of his shots,none-all-all,all-none-all,27,F,3968,NA
303,English,wheat,lightorange,tan,Player C placed second,none-half-all,all-half-none,20,F,4676,NA
303,English,lavender,royalblue,wheat,We have a clear loser,none-none-half,half-none-none,21,F,2917,NA
303,English,wheat,royalblue,brown,Someone did better than Player C,none-half-half,half-none-half,22,F,5434,NA
303,English,brown,wheat,darkorange,Every player hit none of his shots,none-all-all,all-all-none,23,F,3365,NA
303,English,lightblue,darkorange,lightorange,Exactly one player hit none of his shots,none-none-half,none-none-half,28,F,2448,NA
303,English,midnight,darkorange,grey,Player B shot perfectly,none-half-half,half-none-half,1,F,3020,NA
303,English,grey,lavender,wheat,Player A made no shots,none-half-half,none-half-half,0,T,4255,NA
303,English,seafoam,lightblue,darkorange,No player hit some of his shots,none-half-all,half-all-none,3,F,3000,NA
303,English,darkorange,lavender,lightorange,Exactly one player hit some of his shots,half-all-all,half-all-all,2,F,3916,NA
303,English,tan,royalblue,yellow,Every player hit some of his shots,none-none-none,none-none-none,5,F,2667,NA
303,English,seafoam,lightblue,tan,No player hit all of his shots,none-none-none,none-none-none,4,T,2198,NA
303,English,seafoam,tan,purple,Player C shot perfectly,none-none-all,none-all-none,7,F,2783,NA
303,English,pink,royalblue,lightorange,Most of the players missed shots,none-half-all,half-none-all,6,T,5369,NA
303,English,yellow,brown,seafoam,We have a clear winner,all-all-all,all-all-all,9,F,2428,NA
303,English,lavender,tan,midnight,Player A tied with Player C,none-half-half,half-half-none,8,F,2852,NA
303,English,wheat,yellow,darkorange,No player hit none of his shots,none-none-half,none-half-none,11,F,3249,NA
303,English,royalblue,lavender,lightblue,Player A placed second,none-none-half,none-none-half,10,F,5302,NA
303,English,lavender,brown,purple,Someone did better than Player A,none-none-half,half-none-none,13,F,3470,NA
303,English,lavender,tan,pink,Player A shot perfectly,none-all-all,all-none-all,12,T,2165,NA
303,English,royalblue,midnight,lightorange,Player B placed second,none-half-all,half-none-all,15,F,3516,NA
303,English,midnight,wheat,pink,Most of the players made shots,none-all-all,all-all-none,14,T,4147,NA
303,English,yellow,lightblue,royalblue,All the players are tied,none-half-half,half-half-none,17,F,3181,NA
303,English,royalblue,grey,tan,Someone did better than Player B,none-half-half,none-half-half,16,F,4287,NA
303,English,purple,wheat,pink,Player A tied with Player B,half-half-half,half-half-half,19,T,3456,NA
303,English,lavender,yellow,royalblue,Every player hit all of his shots,none-half-all,half-none-all,18,F,4151,NA
303,English,seafoam,grey,yellow,Player A was the star player of the round,most-none-all,most-none-all,-1,F,6398,yes
303,English,purple,lavender,darkorange,Player A made none of his baskets,all-none-few,all-none-few,-3,F,10394,yes
303,English,midnight,yellow,pink,Player C messed up,all-all-none,all-all-none,-2,T,5715,yes
304,English,grey,pink,purple,Player A placed second,all-all-all,all-all-all,24,F,2602,NA
304,English,midnight,lightblue,seafoam,Player C placed second,none-all-all,all-none-all,25,F,2508,NA
304,English,lavender,darkorange,grey,All the players are tied,none-half-half,half-none-half,26,F,2065,NA
304,English,grey,midnight,lightblue,Most of the players made shots,none-none-all,none-all-none,27,F,3344,NA
304,English,lavender,wheat,purple,No player hit none of his shots,half-half-all,half-all-half,20,T,5142,NA
304,English,darkorange,pink,lightblue,Player A tied with Player C,none-none-half,none-none-half,21,F,2941,NA
304,English,lavender,seafoam,pink,Player B shot perfectly,none-none-all,none-none-all,22,F,2514,NA
304,English,seafoam,lightorange,tan,Every player hit all of his shots,none-none-half,none-none-half,23,F,1849,NA
304,English,grey,yellow,seafoam,Player B made no shots,all-all-all,all-all-all,28,F,1897,NA
304,English,grey,pink,lightorange,Player C made no shots,none-none-all,none-none-all,1,F,3972,NA
304,English,royalblue,purple,grey,Someone did better than Player C,half-half-all,half-half-all,0,F,4470,NA
304,English,tan,lightblue,lightorange,Someone did better than Player A,none-half-all,half-none-all,3,T,2500,NA
304,English,grey,yellow,lavender,Player A shot perfectly,half-half-half,half-half-half,2,F,1872,NA
304,English,tan,midnight,lavender,No player hit some of his shots,half-half-half,half-half-half,5,F,3505,NA
304,English,brown,wheat,seafoam,Exactly one player hit none of his shots,half-half-half,half-half-half,4,F,3351,NA
304,English,tan,seafoam,wheat,Player B placed second,all-all-all,all-all-all,7,F,4279,NA
304,English,royalblue,tan,darkorange,Most of the players missed shots,half-half-all,half-half-all,6,F,2484,NA
304,English,wheat,brown,seafoam,Player A made no shots,half-half-half,half-half-half,9,F,2557,NA
304,English,seafoam,grey,lavender,Player A tied with Player B,none-none-half,none-half-none,8,F,3543,NA
304,English,lavender,wheat,purple,No player hit all of his shots,none-half-half,half-none-half,11,T,4002,NA
304,English,pink,lavender,royalblue,Every player hit some of his shots,none-none-all,all-none-none,10,F,5201,NA
304,English,royalblue,tan,lavender,Player B tied with Player C,none-none-none,none-none-none,13,T,2861,NA
304,English,purple,yellow,brown,Exactly one player hit all of his shots,none-half-all,none-half-all,12,T,2187,NA
304,English,lightblue,purple,midnight,Player C shot perfectly,all-all-all,all-all-all,15,T,2670,NA
304,English,brown,yellow,grey,Every player hit none of his shots,half-all-all,all-half-all,14,F,3432,NA
304,English,wheat,lightblue,lightorange,We have a clear loser,half-half-half,half-half-half,17,F,2171,NA
304,English,yellow,seafoam,grey,Someone did better than Player B,none-all-all,none-all-all,16,F,3729,NA
304,English,lightblue,lightorange,brown,We have a clear winner,half-all-all,all-all-half,19,F,1831,NA
304,English,purple,yellow,lightblue,Exactly one player hit some of his shots,half-half-all,half-half-all,18,T,2790,NA
304,English,wheat,royalblue,midnight,Player A was the star player of the round,most-none-all,most-none-all,-1,F,6266,yes
304,English,grey,lavender,midnight,Player A made none of his baskets,all-none-few,all-none-few,-3,F,9710,yes
304,English,grey,pink,midnight,Player C messed up,all-all-none,all-all-none,-2,T,5331,yes
47,English,lightorange,yellow,purple,We have a clear loser,half-half-half,half-half-half,24,F,3221,NA
47,English,royalblue,yellow,grey,Player B made no shots,none-none-none,none-none-none,25,T,2165,NA
47,English,lightorange,darkorange,brown,Someone did better than Player B,none-none-none,none-none-none,26,F,2257,NA
47,English,lavender,pink,grey,Every player hit none of his shots,none-none-half,none-half-none,27,F,3279,NA
47,English,lavender,midnight,royalblue,Most of the players made shots,half-all-all,all-all-half,20,F,14088,NA
47,English,wheat,midnight,lightblue,Player C shot perfectly,none-none-half,half-none-none,21,F,9444,NA
47,English,darkorange,seafoam,yellow,Player B tied with Player C,none-all-all,all-none-all,22,F,4448,NA
47,English,lightorange,brown,lightblue,Player B shot perfectly,all-all-all,all-all-all,23,T,2658,NA
47,English,grey,wheat,brown,No player hit none of his shots,none-half-half,half-half-none,28,F,3825,NA
47,English,lightorange,seafoam,brown,Someone did better than Player A,half-all-all,all-all-half,1,F,3455,NA
47,English,brown,darkorange,seafoam,Someone did better than Player C,none-half-half,half-half-none,0,T,6248,NA
47,English,lightblue,lavender,lightorange,Every player hit all of his shots,none-half-half,half-none-half,3,F,3540,NA
47,English,lightblue,purple,midnight,Player C placed second,none-none-half,half-none-none,2,T,3648,NA
47,English,seafoam,wheat,brown,Every player hit some of his shots,half-half-all,half-half-all,5,T,7349,NA
47,English,pink,seafoam,lightorange,We have a clear winner,all-all-all,all-all-all,4,F,2408,NA
47,English,grey,darkorange,wheat,All the players are tied,all-all-all,all-all-all,7,T,23876,NA
47,English,pink,lightorange,grey,Exactly one player hit all of his shots,none-none-all,none-all-none,6,T,7556,NA
47,English,purple,pink,midnight,Player A tied with Player B,none-none-all,none-none-all,9,T,3356,NA
47,English,brown,grey,wheat,Player A tied with Player C,half-half-half,half-half-half,8,T,28234,NA
47,English,lightblue,royalblue,wheat,No player hit some of his shots,none-all-all,none-all-all,11,T,7377,NA
47,English,lightorange,royalblue,tan,Player A made no shots,none-none-none,none-none-none,10,T,3040,NA
47,English,lightblue,grey,lavender,Player A placed second,none-all-all,all-all-none,13,F,3894,NA
47,English,tan,grey,brown,Exactly one player hit none of his shots,all-all-all,all-all-all,12,F,3370,NA
47,English,pink,wheat,yellow,Exactly one player hit some of his shots,half-all-all,all-half-all,15,T,4046,NA
47,English,lightorange,pink,yellow,Player B placed second,none-half-half,none-half-half,14,T,3277,NA
47,English,darkorange,brown,lavender,No player hit all of his shots,half-half-half,half-half-half,17,T,2739,NA
47,English,wheat,lavender,purple,Most of the players missed shots,none-half-all,none-half-all,16,T,5274,NA
47,English,tan,royalblue,midnight,Player A shot perfectly,half-half-all,half-half-all,19,F,3106,NA
47,English,darkorange,pink,lavender,Player C made no shots,half-half-all,half-half-all,18,F,2815,NA
47,English,brown,seafoam,tan,Player A was the star player of the round,most-none-all,most-none-all,-1,F,7860,yes
47,English,tan,lightorange,yellow,Player A made none of his baskets,all-none-few,all-none-few,-3,F,9604,yes
47,English,purple,pink,grey,Player C messed up,all-all-none,all-all-none,-2,T,5071,yes
305,English,seafoam,brown,wheat,No player hit all of his shots,none-none-all,none-all-none,24,F,3181,NA
305,English,tan,lightblue,seafoam,Player B made no shots,none-none-all,all-none-none,25,T,3315,NA
305,English,yellow,pink,grey,Someone did better than Player A,none-all-all,all-none-all,26,F,8501,NA
305,English,purple,midnight,wheat,Player A tied with Player C,all-all-all,all-all-all,27,T,2434,NA
305,English,royalblue,yellow,tan,All the players are tied,none-half-all,all-half-none,20,F,3518,NA
305,English,purple,pink,grey,Exactly one player hit all of his shots,all-all-all,all-all-all,21,F,2764,NA
305,English,lightorange,seafoam,wheat,Player B shot perfectly,half-half-half,half-half-half,22,F,3603,NA
305,English,royalblue,purple,lightorange,No player hit some of his shots,half-half-half,half-half-half,23,F,15817,NA
305,English,midnight,tan,yellow,Player B tied with Player C,none-all-all,all-none-all,28,F,4182,NA
305,English,darkorange,purple,lightorange,Every player hit all of his shots,none-none-half,half-none-none,1,F,6314,NA
305,English,royalblue,wheat,brown,Exactly one player hit none of his shots,none-none-all,none-none-all,0,F,8344,NA
305,English,midnight,wheat,seafoam,Every player hit none of his shots,none-half-all,none-half-all,3,F,6168,NA
305,English,tan,lavender,seafoam,Someone did better than Player C,half-all-all,all-all-half,2,T,4387,NA
305,English,grey,darkorange,pink,Every player hit some of his shots,none-all-all,all-all-none,5,F,3332,NA
305,English,wheat,lightorange,pink,Most of the players made shots,half-all-all,all-all-half,4,T,3697,NA
305,English,seafoam,brown,royalblue,Player C placed second,none-all-all,all-none-all,7,T,8403,NA
305,English,lightblue,midnight,pink,Player A shot perfectly,half-half-all,all-half-half,6,T,4869,NA
305,English,seafoam,lightblue,tan,Someone did better than Player B,none-half-half,half-none-half,9,T,6166,NA
305,English,royalblue,purple,yellow,Player C made no shots,half-all-all,all-half-all,8,F,3680,NA
305,English,lavender,brown,purple,No player hit none of his shots,none-none-half,half-none-none,11,F,6117,NA
305,English,lightblue,lavender,yellow,Player B placed second,half-all-all,half-all-all,10,F,4730,NA
305,English,purple,darkorange,wheat,We have a clear loser,none-none-all,none-none-all,13,F,5283,NA
305,English,lavender,midnight,wheat,Exactly one player hit some of his shots,none-half-all,half-all-none,12,T,5066,NA
305,English,midnight,wheat,yellow,Player A made no shots,all-all-all,all-all-all,15,F,3183,NA
305,English,seafoam,yellow,darkorange,We have a clear winner,none-none-all,none-all-none,14,T,3834,NA
305,English,grey,tan,seafoam,Player A placed second,none-half-all,half-all-none,17,T,34301,NA
305,English,royalblue,lightblue,pink,Player A tied with Player B,all-all-all,all-all-all,16,T,6264,NA
305,English,lavender,grey,royalblue,Most of the players missed shots,none-none-none,none-none-none,19,T,7125,NA
305,English,darkorange,seafoam,pink,Player C shot perfectly,all-all-all,all-all-all,18,T,2473,NA
305,English,lightblue,grey,lavender,Player A was the star player of the round,most-none-all,most-none-all,-1,F,9175,yes
305,English,purple,tan,yellow,Player A made none of his baskets,all-none-few,all-none-few,-3,F,12040,yes
305,English,seafoam,pink,purple,Player C messed up,all-all-none,all-all-none,-2,T,6586,yes
306,english,yellow,grey,midnight,Player A tied with Player C,half-all-all,half-all-all,24,F,4141,NA
306,english,lightblue,tan,lightorange,Most of the players made shots,none-none-all,none-none-all,25,F,5460,NA
306,english,lavender,midnight,wheat,Player A shot perfectly,all-all-all,all-all-all,26,T,3373,NA
306,english,pink,lightorange,midnight,Player A made no shots,none-half-half,none-half-half,27,T,3421,NA
306,english,tan,midnight,seafoam,Someone did better than Player B,none-all-all,none-all-all,20,F,7253,NA
306,english,purple,lightorange,yellow,We have a clear winner,half-half-all,all-half-half,21,F,4611,NA
306,english,yellow,wheat,pink,Every player hit some of his shots,none-none-all,all-none-none,22,F,3132,NA
306,english,midnight,royalblue,lightblue,Exactly one player hit all of his shots,none-all-all,all-all-none,23,F,3485,NA
306,english,yellow,tan,darkorange,Every player hit none of his shots,half-half-half,half-half-half,28,F,3382,NA
306,english,lavender,darkorange,brown,No player hit none of his shots,half-half-half,half-half-half,1,T,7348,NA
306,english,lightorange,yellow,darkorange,Player A tied with Player B,all-all-all,all-all-all,0,T,15799,NA
306,english,tan,purple,darkorange,Player B made no shots,none-none-none,none-none-none,3,T,3885,NA
306,english,brown,purple,darkorange,Player B tied with Player C,all-all-all,all-all-all,2,T,5185,NA
306,english,purple,lavender,tan,No player hit some of his shots,none-half-half,half-none-half,5,F,12037,NA
306,english,lightblue,lavender,darkorange,Someone did better than Player C,none-none-half,none-none-half,4,F,9644,NA
306,english,yellow,darkorange,midnight,Exactly one player hit some of his shots,none-all-all,all-none-all,7,F,8242,NA
306,english,lightorange,wheat,brown,No player hit all of his shots,half-all-all,half-all-all,6,F,5565,NA
306,english,tan,royalblue,lightblue,All the players are tied,none-none-none,none-none-none,9,T,5829,NA
306,english,lightblue,seafoam,tan,We have a clear loser,none-half-all,all-none-half,8,T,4220,NA
306,english,lavender,brown,darkorange,Player C made no shots,half-half-half,half-half-half,11,F,24367,NA
306,english,yellow,wheat,purple,Someone did better than Player A,none-none-half,none-half-none,10,T,20630,NA
306,english,royalblue,yellow,lightblue,Player A placed second,all-all-all,all-all-all,13,F,6860,NA
306,english,pink,darkorange,tan,Player C placed second,none-none-all,all-none-none,12,T,48347,NA
306,english,royalblue,tan,brown,Player C shot perfectly,half-all-all,half-all-all,15,T,8580,NA
306,english,pink,brown,seafoam,Exactly one player hit none of his shots,none-none-none,none-none-none,14,F,12378,NA
306,english,darkorange,yellow,midnight,Player B placed second,none-half-half,none-half-half,17,F,7956,NA
306,english,royalblue,seafoam,purple,Player B shot perfectly,all-all-all,all-all-all,16,T,3582,NA
306,english,pink,wheat,lavender,Every player hit all of his shots,half-half-all,half-half-all,19,F,25633,NA
306,english,wheat,seafoam,purple,Most of the players missed shots,none-half-half,half-half-none,18,T,17237,NA
306,english,wheat,lavender,brown,Player A was the star player of the round,most-none-all,most-none-all,-1,F,17939,yes
306,english,brown,seafoam,darkorange,Player A made none of his baskets,all-none-few,all-none-few,-3,F,10786,yes
306,english,pink,midnight,lightblue,Player C messed up,all-all-none,all-all-none,-2,T,5545,yes
307,English,seafoam,royalblue,midnight,Every player hit none of his shots,none-half-half,none-half-half,24,F,3444,NA
307,English,midnight,lavender,yellow,Player B tied with Player C,half-all-all,half-all-all,25,T,3574,NA
307,English,brown,lightorange,midnight,Someone did better than Player B,none-none-all,all-none-none,26,T,3285,NA
307,English,darkorange,seafoam,wheat,We have a clear winner,none-none-half,half-none-none,27,T,3253,NA
307,English,darkorange,brown,seafoam,Every player hit some of his shots,half-half-all,all-half-half,20,T,6540,NA
307,English,seafoam,midnight,pink,Player B shot perfectly,all-all-all,all-all-all,21,T,2958,NA
307,English,pink,tan,wheat,No player hit all of his shots,half-half-half,half-half-half,22,T,3581,NA
307,English,tan,pink,grey,Player B made no shots,none-none-half,none-none-half,23,T,2699,NA
307,English,wheat,lavender,midnight,Most of the players missed shots,none-half-half,half-none-half,28,T,6172,NA
307,English,grey,lightorange,royalblue,Exactly one player hit none of his shots,all-all-all,all-all-all,1,F,7202,NA
307,English,tan,wheat,brown,No player hit some of his shots,none-half-all,none-all-half,0,F,19903,NA
307,English,lightorange,purple,grey,Someone did better than Player C,none-half-half,half-none-half,3,F,6005,NA
307,English,brown,lightblue,midnight,Player C shot perfectly,none-all-all,all-none-all,2,T,3013,NA
307,English,lavender,lightorange,darkorange,Player A tied with Player B,none-all-all,all-all-none,5,T,4134,NA
307,English,pink,lightorange,tan,Player B placed second,none-all-all,all-all-none,4,T,9770,NA
307,English,midnight,royalblue,tan,Someone did better than Player A,none-half-all,half-all-none,7,T,3421,NA
307,English,purple,seafoam,midnight,Player A shot perfectly,none-half-half,half-half-none,6,F,4034,NA
307,English,pink,grey,royalblue,Exactly one player hit all of his shots,half-half-half,half-half-half,9,F,4182,NA
307,English,midnight,royalblue,tan,Player A placed second,none-half-all,half-none-all,8,T,4262,NA
307,English,yellow,wheat,seafoam,No player hit none of his shots,half-half-all,half-all-half,11,T,11846,NA
307,English,grey,darkorange,yellow,We have a clear loser,all-all-all,all-all-all,10,F,3116,NA
307,English,lightblue,tan,royalblue,Every player hit all of his shots,none-none-half,none-half-none,13,F,5052,NA
307,English,lavender,royalblue,lightblue,Player C made no shots,all-all-all,all-all-all,12,F,2932,NA
307,English,royalblue,lightorange,lavender,Most of the players made shots,none-half-half,none-half-half,15,T,7946,NA
307,English,wheat,purple,darkorange,Player A made no shots,half-half-all,half-all-half,14,F,2885,NA
307,English,pink,wheat,midnight,Player C placed second,none-none-none,none-none-none,17,F,4220,NA
307,English,purple,lightorange,yellow,All the players are tied,none-half-half,half-half-none,16,F,4510,NA
307,English,seafoam,royalblue,lavender,Exactly one player hit some of his shots,none-none-all,none-none-all,19,F,7054,NA
307,English,royalblue,tan,pink,Player A tied with Player C,none-none-half,none-half-none,18,T,4150,NA
307,English,grey,yellow,pink,Player A was the star player of the round,most-none-all,most-none-all,-1,F,8628,yes
307,English,darkorange,yellow,wheat,Player A made none of his baskets,all-none-few,all-none-few,-3,F,22257,yes
307,English,midnight,yellow,royalblue,Player C messed up,all-all-none,all-all-none,-2,T,9336,yes
308,English,darkorange,brown,wheat,Player A made no shots,none-half-all,half-none-all,24,F,2490,NA
308,English,lightblue,midnight,seafoam,No player hit none of his shots,none-none-none,none-none-none,25,F,9303,NA
308,English,tan,darkorange,grey,Someone did better than Player B,none-all-all,none-all-all,26,F,4358,NA
308,English,purple,darkorange,wheat,Player C placed second,none-all-all,none-all-all,27,F,3825,NA
308,English,brown,yellow,lavender,Exactly one player hit none of his shots,all-all-all,all-all-all,20,F,5623,NA
308,English,pink,lightorange,royalblue,Most of the players missed shots,none-half-half,none-half-half,21,T,5520,NA
308,English,brown,tan,purple,Player A placed second,half-half-half,half-half-half,22,F,5294,NA
308,English,midnight,tan,purple,We have a clear loser,all-all-all,all-all-all,23,F,2539,NA
308,English,seafoam,darkorange,lightorange,No player hit all of his shots,none-none-all,all-none-none,28,F,4765,NA
308,English,wheat,purple,midnight,No player hit some of his shots,none-half-half,half-half-none,1,F,9193,NA
308,English,royalblue,seafoam,darkorange,Every player hit some of his shots,none-half-all,all-none-half,0,F,11716,NA
308,English,grey,tan,midnight,Player A tied with Player B,half-half-half,half-half-half,3,T,6381,NA
308,English,lightorange,darkorange,wheat,Player B placed second,half-half-half,half-half-half,2,F,6459,NA
308,English,midnight,seafoam,brown,Player B made no shots,none-none-half,half-none-none,5,T,7900,NA
308,English,lightorange,royalblue,brown,Player B tied with Player C,half-half-half,half-half-half,4,T,4776,NA
308,English,pink,yellow,tan,Exactly one player hit some of his shots,all-all-all,all-all-all,7,F,5191,NA
308,English,darkorange,midnight,tan,Player C shot perfectly,half-all-all,all-half-all,6,T,3722,NA
308,English,pink,seafoam,wheat,Player A tied with Player C,none-half-all,none-all-half,9,F,3495,NA
308,English,lavender,lightorange,pink,Every player hit none of his shots,none-none-all,none-all-none,8,F,6079,NA
308,English,wheat,tan,brown,We have a clear winner,half-half-all,half-all-half,11,T,5110,NA
308,English,grey,brown,pink,All the players are tied,half-half-half,half-half-half,10,T,5373,NA
308,English,tan,midnight,grey,Someone did better than Player A,none-none-none,none-none-none,13,F,6232,NA
308,English,grey,seafoam,tan,Player C made no shots,none-half-all,all-none-half,12,F,3190,NA
308,English,wheat,lightorange,midnight,Player B shot perfectly,all-all-all,all-all-all,15,T,2714,NA
308,English,tan,royalblue,purple,Exactly one player hit all of his shots,none-all-all,all-none-all,14,F,5217,NA
308,English,yellow,lightorange,royalblue,Someone did better than Player C,all-all-all,all-all-all,17,F,3971,NA
308,English,grey,royalblue,pink,Player A shot perfectly,none-none-none,none-none-none,16,F,3989,NA
308,English,purple,pink,lightorange,Most of the players made shots,none-none-none,none-none-none,19,F,4596,NA
308,English,pink,lightblue,darkorange,Every player hit all of his shots,none-half-all,all-half-none,18,F,2701,NA
308,English,royalblue,darkorange,lightorange,Player A was the star player of the round,most-none-all,most-none-all,-1,F,8578,yes
308,English,wheat,brown,lightblue,Player A made none of his baskets,all-none-few,all-none-few,-3,F,11600,yes
308,English,brown,royalblue,purple,Player C messed up,all-all-none,all-all-none,-2,T,6565,yes
309,english,wheat,pink,midnight,Exactly one player hit some of his shots,none-none-half,half-none-none,24,T,5370,NA
309,english,lightblue,yellow,darkorange,Player C placed second,half-half-half,half-half-half,25,F,5490,NA
309,english,lightblue,darkorange,purple,We have a clear winner,none-half-all,all-half-none,26,T,3998,NA
