workerid,language,subjectCondition,player1color,player2color,player3color,sentence,condition,conditionOrder,trialnum,response,rt,trainingCorrect
83,English,focus,tan,lightorange,royalblue,No player hit <b>NONE</b> of his shots,half-all-all,all-all-half,21,6,6196,
83,English,focus,yellow,brown,seafoam,Someone did better than Player A,none-none-all,none-all-none,22,7,5040,
83,English,focus,purple,brown,yellow,Player B made no shots,half-all-all,half-all-all,23,1,3952,
83,English,focus,lightorange,pink,yellow,Every player hit <b>SOME</b> of his shots,all-all-all,all-all-all,28,6,5682,
83,English,focus,pink,yellow,lightblue,Exactly one player hit <b>SOME</b> of his shots,half-half-all,half-all-half,1,1,6391,
83,English,focus,darkorange,royalblue,purple,Player C placed second,half-half-all,all-half-half,0,2,7745,
83,English,focus,yellow,seafoam,purple,Player C made no shots,none-none-half,none-none-half,3,1,5425,
83,English,focus,purple,grey,lavender,Player B tied with Player C,none-none-half,none-half-none,2,1,6990,
83,English,focus,brown,grey,yellow,Player B placed second,all-all-all,all-all-all,5,1,5128,
83,English,focus,lightorange,grey,lavender,Exactly one player hit <b>ALL</b> of his shots,half-half-half,half-half-half,4,1,4098,
83,English,focus,grey,wheat,yellow,Player A tied with Player B,half-half-all,all-half-half,7,1,4566,
83,English,focus,brown,lightorange,seafoam,Exactly one player hit <b>NONE</b> of his shots,all-all-all,all-all-all,6,1,5655,
83,English,focus,royalblue,grey,purple,No player hit <b>ALL</b> of his shots,half-half-half,half-half-half,9,6,5937,
83,English,focus,brown,grey,tan,Every player hit <b>NONE</b> of his shots,half-half-all,half-all-half,8,1,4393,
83,English,focus,lavender,pink,darkorange,Player A made no shots,half-half-half,half-half-half,11,1,3466,
83,English,focus,purple,grey,yellow,Every player hit <b>ALL</b> of his shots,half-half-half,half-half-half,10,1,4856,
83,English,focus,midnight,yellow,brown,All the players are tied,half-half-half,half-half-half,13,7,4183,
83,English,focus,lightblue,grey,pink,Player B shot perfectly,none-half-all,none-half-all,12,1,2298,
83,English,focus,brown,wheat,purple,No player hit <b>SOME</b> of his shots,half-half-all,all-half-half,15,1,5061,
83,English,focus,tan,darkorange,lightblue,Player A shot perfectly,none-half-all,none-half-all,14,1,3289,
83,English,focus,darkorange,yellow,wheat,Player C shot perfectly,none-none-all,all-none-none,17,1,3650,
83,English,focus,yellow,pink,lavender,Player A placed second,none-none-all,none-all-none,16,2,6039,
83,English,focus,yellow,pink,seafoam,We have a clear winner,all-all-all,all-all-all,19,1,3322,
83,English,focus,brown,royalblue,darkorange,Someone did better than Player B,half-all-all,half-all-all,18,1,4637,
83,English,focus,purple,lightblue,midnight,Player A was the star player of the round,most-none-all,most-none-all,-1,1,12351,yes
83,English,focus,yellow,lightblue,darkorange,Player A made none of his baskets,all-none-few,all-none-few,-3,1,17862,yes
83,English,focus,midnight,wheat,royalblue,Player C messed up,all-all-none,all-all-none,-2,7,12584,yes
84,English,only,seafoam,lightblue,grey,All the players are tied,none-none-half,half-none-none,24,1,2926,
84,English,only,midnight,darkorange,lavender,Every player hit none of his shots,none-none-none,none-none-none,25,7,3012,
84,English,only,royalblue,lightorange,yellow,No player hit none of his shots,half-half-half,half-half-half,26,7,10470,
84,English,only,royalblue,darkorange,tan,Player B shot perfectly,none-all-all,all-none-all,27,1,4269,
84,English,only,purple,pink,lightorange,Exactly one player hit none of his shots,none-none-half,none-none-half,20,1,3861,
84,English,only,royalblue,lightblue,brown,Every player hit only some of his shots,half-half-half,half-half-half,21,7,3406,
84,English,only,lightblue,purple,lightorange,No player hit only some of his shots,none-none-all,none-none-all,22,7,5374,
84,English,only,grey,tan,seafoam,Player B made no shots,all-all-all,all-all-all,23,1,3836,
84,English,only,tan,yellow,midnight,Player C shot perfectly,none-all-all,all-none-all,28,7,2621,
84,English,only,darkorange,seafoam,tan,We have a clear winner,half-half-all,all-half-half,1,7,6484,
84,English,only,pink,seafoam,tan,Player C placed second,half-half-all,all-half-half,0,4,10849,
84,English,only,lightorange,yellow,seafoam,Player A made no shots,none-none-all,none-none-all,3,7,5221,
84,English,only,grey,purple,midnight,Player B tied with Player C,half-half-all,half-all-half,2,1,5685,
84,English,only,tan,pink,purple,Player C made no shots,none-half-half,half-none-half,5,1,2981,
84,English,only,lightblue,royalblue,midnight,Every player hit all of his shots,none-half-half,half-none-half,4,1,4764,
84,English,only,royalblue,pink,midnight,Someone did better than Player B,half-half-all,all-half-half,7,7,4644,
84,English,only,seafoam,brown,lightblue,Player A tied with Player C,half-half-half,half-half-half,6,5,6973,
84,English,only,seafoam,lightblue,yellow,Someone did better than Player C,half-half-all,half-all-half,9,7,3901,
84,English,only,tan,purple,lightblue,Player B placed second,half-half-all,half-all-half,8,1,3725,
84,English,only,lightorange,lavender,tan,Exactly one player hit all of his shots,none-none-half,half-none-none,11,1,3685,
84,English,only,royalblue,brown,seafoam,Most of the players made shots,half-half-all,half-half-all,10,4,10708,
84,English,only,royalblue,tan,pink,Player A placed second,half-half-all,half-all-half,13,1,7518,
84,English,only,yellow,midnight,royalblue,Player A shot perfectly,all-all-all,all-all-all,12,7,9003,
84,English,only,wheat,purple,tan,Player A tied with Player B,half-half-half,half-half-half,15,6,7413,
84,English,only,midnight,lightblue,darkorange,Most of the players missed shots,all-all-all,all-all-all,14,1,4365,
84,English,only,tan,darkorange,lightorange,Exactly one player hit only some of his shots,none-half-all,none-half-all,17,7,8118,
84,English,only,lightorange,purple,lightblue,We have a clear loser,none-none-half,half-none-none,16,1,4861,
84,English,only,lightblue,darkorange,midnight,Someone did better than Player A,all-all-all,all-all-all,19,1,2877,
84,English,only,grey,seafoam,lavender,No player hit all of his shots,none-none-all,all-none-none,18,1,2789,
84,English,only,seafoam,grey,tan,Player A was the star player of the round,most-none-all,most-none-all,-1,1,6243,yes
84,English,only,lightblue,lavender,seafoam,Player A made none of his baskets,all-none-few,all-none-few,-3,1,10234,yes
84,English,only,darkorange,brown,yellow,Player C messed up,all-all-none,all-all-none,-2,7,5778,yes
85,English,only,wheat,darkorange,lavender,No player hit only some of his shots,all-all-all,all-all-all,24,6,16951,
85,English,only,grey,brown,wheat,Exactly one player hit only some of his shots,half-half-half,half-half-half,25,1,5688,
85,English,only,grey,yellow,lavender,We have a clear winner,none-none-none,none-none-none,26,1,2421,
85,English,only,pink,purple,brown,Player A placed second,none-all-all,all-none-all,27,1,7238,
85,English,only,darkorange,purple,lavender,Player C placed second,none-half-all,half-all-none,20,1,11279,
85,English,only,darkorange,wheat,tan,Someone did better than Player C,half-all-all,all-all-half,21,7,5544,
85,English,only,tan,purple,midnight,Player B placed second,none-none-none,none-none-none,22,1,4284,
85,English,only,seafoam,royalblue,yellow,Player C shot perfectly,half-half-half,half-half-half,23,1,4343,
85,English,only,lavender,seafoam,tan,Every player hit all of his shots,half-half-all,half-half-all,28,1,2444,
85,English,only,grey,darkorange,royalblue,Player B shot perfectly,half-half-half,half-half-half,1,1,5011,
85,English,only,lavender,royalblue,lightblue,No player hit none of his shots,half-half-all,all-half-half,0,1,26609,
85,English,only,seafoam,darkorange,wheat,Player A shot perfectly,half-half-all,half-all-half,3,1,5046,
85,English,only,purple,royalblue,pink,Most of the players made shots,half-half-half,half-half-half,2,5,5078,
85,English,only,tan,wheat,darkorange,Player A tied with Player B,none-none-half,half-none-none,5,1,5239,
85,English,only,brown,tan,lightorange,We have a clear loser,half-half-all,half-half-all,4,1,7726,
85,English,only,pink,lightblue,darkorange,Someone did better than Player A,half-half-all,all-half-half,7,1,5414,
85,English,only,wheat,seafoam,lightblue,Exactly one player hit all of his shots,all-all-all,all-all-all,6,1,6183,
85,English,only,tan,lavender,royalblue,Player B made no shots,none-half-all,none-half-all,9,1,4854,
85,English,only,midnight,darkorange,tan,Player A made no shots,none-half-half,half-none-half,8,1,4048,
85,English,only,wheat,yellow,lavender,Player B tied with Player C,half-half-half,half-half-half,11,6,6857,
85,English,only,midnight,purple,yellow,Someone did better than Player B,none-half-all,all-none-half,10,7,5156,
85,English,only,seafoam,grey,royalblue,Most of the players missed shots,none-all-all,all-none-all,13,1,3428,
85,English,only,wheat,lavender,grey,All the players are tied,none-half-half,half-none-half,12,1,4164,
85,English,only,darkorange,lightorange,royalblue,Exactly one player hit none of his shots,none-half-half,none-half-half,15,7,16286,
85,English,only,tan,seafoam,royalblue,Every player hit only some of his shots,none-none-none,none-none-none,14,1,4670,
85,English,only,darkorange,midnight,lightblue,Every player hit none of his shots,none-none-none,none-none-none,17,7,3984,
85,English,only,lightblue,seafoam,royalblue,Player C made no shots,none-none-half,none-half-none,16,7,3846,
85,English,only,pink,yellow,lightorange,Player A tied with Player C,none-all-all,all-all-none,19,1,3150,
85,English,only,midnight,seafoam,lightorange,No player hit all of his shots,none-none-half,half-none-none,18,7,5878,
85,English,only,lavender,darkorange,grey,Player A was the star player of the round,most-none-all,most-none-all,-1,1,6633,yes
85,English,only,brown,midnight,darkorange,Player A made none of his baskets,all-none-few,all-none-few,-3,1,24630,yes
85,English,only,royalblue,tan,lavender,Player C messed up,all-all-none,all-all-none,-2,7,7075,yes
86,English,focus,pink,seafoam,yellow,Someone did better than Player B,none-none-none,none-none-none,24,1,3452,
86,English,focus,pink,darkorange,midnight,Player A shot perfectly,all-all-all,all-all-all,25,7,5342,
86,English,focus,brown,seafoam,wheat,Exactly one player hit <b>ALL</b> of his shots,all-all-all,all-all-all,26,1,4357,
86,English,focus,yellow,midnight,brown,Someone did better than Player C,half-half-all,half-all-half,27,7,6551,
86,English,focus,midnight,seafoam,lavender,No player hit <b>NONE</b> of his shots,none-none-none,none-none-none,20,1,15989,
86,English,focus,purple,royalblue,brown,Player A made no shots,half-half-half,half-half-half,21,1,3302,
86,English,focus,grey,lightblue,lightorange,Player A tied with Player B,none-all-all,all-none-all,22,1,6959,
86,English,focus,seafoam,brown,tan,Player B placed second,half-half-all,half-half-all,23,3,12183,
86,English,focus,lightorange,pink,lightblue,Every player hit <b>NONE</b> of his shots,none-none-all,none-none-all,28,1,7623,
86,English,focus,lightorange,tan,seafoam,Someone did better than Player A,none-none-half,half-none-none,1,1,9149,
86,English,focus,seafoam,wheat,lavender,Player C shot perfectly,none-half-all,all-half-none,0,1,4986,
86,English,focus,royalblue,wheat,lightorange,No player hit <b>ALL</b> of his shots,none-none-all,none-none-all,3,1,6413,
86,English,focus,yellow,tan,wheat,Player A tied with Player C,half-half-half,half-half-half,2,6,8918,
86,English,focus,yellow,tan,purple,Exactly one player hit <b>NONE</b> of his shots,none-half-half,none-half-half,5,7,7469,
86,English,focus,brown,tan,royalblue,Player B shot perfectly,none-none-half,none-half-none,4,1,3629,
86,English,focus,tan,yellow,wheat,Player C made no shots,half-half-all,half-all-half,7,1,4447,
86,English,focus,darkorange,pink,lavender,Player B tied with Player C,half-half-all,half-half-all,6,1,4709,
86,English,focus,grey,wheat,lightorange,Player B made no shots,all-all-all,all-all-all,9,1,4052,
86,English,focus,midnight,lavender,lightblue,Player C placed second,all-all-all,all-all-all,8,1,7294,
86,English,focus,wheat,brown,lightblue,No player hit <b>SOME</b> of his shots,half-all-all,all-all-half,11,1,5725,
86,English,focus,midnight,darkorange,pink,Every player hit <b>ALL</b> of his shots,half-half-all,half-all-half,10,1,4104,
86,English,focus,midnight,lightblue,purple,We have a clear winner,all-all-all,all-all-all,13,1,3005,
86,English,focus,darkorange,royalblue,purple,We have a clear loser,half-all-all,all-all-half,12,6,9095,
86,English,focus,darkorange,seafoam,lavender,Player A placed second,none-half-half,none-half-half,15,1,8815,
86,English,focus,grey,tan,lavender,Most of the players made shots,half-half-all,all-half-half,14,5,15005,
86,English,focus,wheat,purple,grey,All the players are tied,none-none-all,all-none-none,17,1,3709,
86,English,focus,tan,pink,grey,Exactly one player hit <b>SOME</b> of his shots,half-half-half,half-half-half,16,1,3812,
86,English,focus,pink,lightorange,lightblue,Every player hit <b>SOME</b> of his shots,none-all-all,all-none-all,19,1,4229,
86,English,focus,brown,tan,lightorange,Most of the players missed shots,none-none-none,none-none-none,18,7,6103,
86,English,focus,lightblue,tan,yellow,Player A was the star player of the round,most-none-all,most-none-all,-1,1,10613,yes
86,English,focus,tan,brown,pink,Player A made none of his baskets,all-none-few,all-none-few,-3,1,11602,yes
86,English,focus,brown,royalblue,purple,Player C messed up,all-all-none,all-all-none,-2,7,7665,yes
87,English,only,pink,lightorange,yellow,Player C shot perfectly,none-all-all,none-all-all,24,7,3052,
87,English,only,lavender,midnight,wheat,Player C placed second,none-half-half,none-half-half,25,4,6547,
87,English,only,pink,yellow,lavender,Player A placed second,none-half-half,half-none-half,26,3,5373,
87,English,only,yellow,pink,brown,Player B tied with Player C,half-half-all,all-half-half,27,7,4251,
87,English,only,midnight,yellow,darkorange,Player A made no shots,half-all-all,all-half-all,20,1,3485,
87,English,only,purple,wheat,lavender,We have a clear winner,half-all-all,all-half-all,21,1,4126,
87,English,only,lightorange,darkorange,royalblue,Player B made no shots,none-half-half,half-half-none,22,1,2542,
87,English,only,royalblue,lightorange,lightblue,Exactly one player hit none of his shots,none-half-half,half-none-half,23,7,4288,
87,English,only,tan,grey,brown,No player hit all of his shots,all-all-all,all-all-all,28,1,2373,
87,English,only,lightblue,lightorange,yellow,Player B shot perfectly,none-none-half,none-none-half,1,1,4479,
87,English,only,grey,wheat,lavender,Someone did better than Player A,all-all-all,all-all-all,0,1,7447,
87,English,only,darkorange,midnight,yellow,Most of the players missed shots,half-half-half,half-half-half,3,6,7112,
87,English,only,tan,pink,lightorange,All the players are tied,none-all-all,all-all-none,2,1,6454,
87,English,only,seafoam,pink,yellow,Every player hit all of his shots,none-none-none,none-none-none,5,1,3870,
87,English,only,grey,tan,purple,Every player hit none of his shots,half-half-half,half-half-half,4,1,3048,
87,English,only,midnight,pink,darkorange,Player A tied with Player C,half-all-all,half-all-all,7,1,3718,
87,English,only,seafoam,lightblue,pink,We have a clear loser,half-half-all,half-all-half,6,1,4868,
87,English,only,tan,midnight,lavender,No player hit none of his shots,none-half-half,half-half-none,9,1,5242,
87,English,only,tan,midnight,lavender,Player B placed second,none-none-half,none-none-half,8,4,8874,
87,English,only,seafoam,tan,darkorange,No player hit only some of his shots,none-half-all,half-all-none,11,1,7611,
87,English,only,lightblue,pink,tan,Player A tied with Player B,none-none-half,none-none-half,10,7,4384,
87,English,only,wheat,lavender,lightorange,Most of the players made shots,none-half-all,none-all-half,13,6,4269,
87,English,only,seafoam,purple,wheat,Exactly one player hit all of his shots,all-all-all,all-all-all,12,1,3344,
87,English,only,tan,royalblue,grey,Someone did better than Player C,none-all-all,all-none-all,15,2,5629,
87,English,only,lightblue,seafoam,royalblue,Player C made no shots,half-half-half,half-half-half,14,1,2945,
87,English,only,purple,seafoam,midnight,Player A shot perfectly,none-none-none,none-none-none,17,1,2330,
87,English,only,midnight,lightblue,darkorange,Someone did better than Player B,all-all-all,all-all-all,16,1,2939,
87,English,only,wheat,pink,yellow,Exactly one player hit only some of his shots,none-all-all,all-none-all,19,1,4743,
87,English,only,midnight,royalblue,lightorange,Every player hit only some of his shots,none-none-half,none-none-half,18,1,3845,
87,English,only,lightblue,purple,lightorange,Player A was the star player of the round,most-none-all,most-none-all,-1,2,11159,no
87,English,only,lavender,yellow,royalblue,Player A made none of his baskets,all-none-few,all-none-few,-3,1,29736,no
87,English,only,midnight,darkorange,purple,Player C messed up,all-all-none,all-all-none,-2,7,7401,yes
88,English,focus,lavender,pink,royalblue,Player B tied with Player C,all-all-all,all-all-all,24,7,4143,
88,English,focus,brown,yellow,royalblue,No player hit <b>NONE</b> of his shots,none-none-none,none-none-none,25,6,5894,
88,English,focus,wheat,tan,lightblue,Player B made no shots,none-none-none,none-none-none,26,7,6927,
88,English,focus,pink,grey,wheat,Every player hit <b>SOME</b> of his shots,all-all-all,all-all-all,27,3,4031,
88,English,focus,seafoam,lightorange,purple,Exactly one player hit <b>NONE</b> of his shots,none-half-half,none-half-half,20,7,4173,
88,English,focus,purple,lavender,seafoam,Every player hit <b>ALL</b> of his shots,none-none-all,none-none-all,21,1,4687,
88,English,focus,brown,midnight,purple,Every player hit <b>NONE</b> of his shots,none-all-all,all-none-all,22,1,3454,
88,English,focus,lavender,purple,seafoam,We have a clear loser,all-all-all,all-all-all,23,1,2791,
88,English,focus,midnight,wheat,royalblue,Player B shot perfectly,none-none-none,none-none-none,28,1,3318,
88,English,focus,pink,seafoam,lightblue,Player A placed second,none-half-half,half-none-half,1,7,7318,
88,English,focus,brown,lavender,seafoam,Player A made no shots,half-half-half,half-half-half,0,1,16210,
88,English,focus,tan,midnight,lightblue,All the players are tied,half-half-half,half-half-half,3,7,5173,
88,English,focus,royalblue,grey,lavender,No player hit <b>SOME</b> of his shots,half-half-half,half-half-half,2,5,3662,
88,English,focus,lightblue,pink,purple,Player C made no shots,none-all-all,all-none-all,5,1,6742,
88,English,focus,lavender,grey,pink,Player A shot perfectly,half-all-all,half-all-all,4,1,8727,
88,English,focus,brown,tan,lightorange,Most of the players missed shots,half-half-all,half-half-all,7,1,3327,
88,English,focus,lightblue,wheat,midnight,No player hit <b>ALL</b> of his shots,half-half-all,half-all-half,6,7,9766,
88,English,focus,midnight,yellow,darkorange,Player A tied with Player C,none-half-all,all-half-none,9,1,8911,
88,English,focus,lightorange,grey,lavender,Most of the players made shots,none-all-all,all-none-all,8,1,6233,
88,English,focus,royalblue,lavender,midnight,Player C placed second,none-none-half,half-none-none,11,3,5175,
88,English,focus,seafoam,midnight,brown,Someone did better than Player A,none-none-none,none-none-none,10,1,13451,
88,English,focus,brown,royalblue,grey,Exactly one player hit <b>ALL</b> of his shots,none-half-all,none-all-half,13,7,4686,
88,English,focus,pink,midnight,royalblue,Someone did better than Player B,none-none-half,none-half-none,12,1,7046,
88,English,focus,lightorange,grey,seafoam,Player C shot perfectly,none-none-half,none-none-half,15,1,3662,
88,English,focus,yellow,seafoam,brown,Player A tied with Player B,none-half-all,none-half-all,14,1,6503,
88,English,focus,tan,midnight,purple,Someone did better than Player C,none-none-half,half-none-none,17,7,5625,
88,English,focus,brown,yellow,royalblue,Player B placed second,half-half-all,half-all-half,16,1,5342,
88,English,focus,grey,tan,purple,Exactly one player hit <b>SOME</b> of his shots,all-all-all,all-all-all,19,1,4103,
88,English,focus,tan,midnight,lightblue,We have a clear winner,half-half-all,all-half-half,18,7,4655,
88,English,focus,wheat,purple,darkorange,Player A was the star player of the round,most-none-all,most-none-all,-1,1,14172,no
88,English,focus,royalblue,seafoam,darkorange,Player A made none of his baskets,all-none-few,all-none-few,-3,1,30589,no
88,English,focus,grey,royalblue,wheat,Player C messed up,all-all-none,all-all-none,-2,7,13046,no
89,english,only,lightorange,royalblue,wheat,No player hit all of his shots,none-half-all,none-all-half,24,1,5200,
89,english,only,midnight,yellow,lightblue,Player C made no shots,all-all-all,all-all-all,25,1,5090,
89,english,only,lavender,midnight,lightblue,Every player hit all of his shots,none-half-half,half-half-none,26,1,3477,
89,english,only,grey,royalblue,purple,Player C placed second,half-half-all,half-half-all,27,1,4186,
89,english,only,grey,purple,midnight,We have a clear winner,none-half-half,none-half-half,20,1,4701,
89,english,only,lightblue,royalblue,tan,Player A made no shots,none-none-none,none-none-none,21,7,7034,
89,english,only,midnight,tan,darkorange,Player C shot perfectly,half-half-all,half-all-half,22,1,3388,
89,english,only,lavender,yellow,tan,Player A tied with Player C,all-all-all,all-all-all,23,7,5531,
89,english,only,grey,lavender,brown,No player hit only some of his shots,none-half-half,half-none-half,28,1,9973,
89,english,only,lightblue,brown,wheat,Player B shot perfectly,none-all-all,all-all-none,1,7,4987,
89,english,only,tan,brown,lightorange,Player B made no shots,half-all-all,half-all-all,0,1,6680,
89,english,only,yellow,wheat,lightblue,Player A placed second,none-half-half,half-none-half,3,1,12186,
89,english,only,lavender,purple,yellow,Exactly one player hit all of his shots,half-half-half,half-half-half,2,1,4597,
89,english,only,royalblue,darkorange,brown,Exactly one player hit none of his shots,all-all-all,all-all-all,5,1,5498,
89,english,only,purple,yellow,lightblue,All the players are tied,none-half-all,half-none-all,4,1,3951,
89,english,only,midnight,darkorange,purple,Every player hit none of his shots,none-all-all,all-none-all,7,1,4600,
89,english,only,tan,yellow,wheat,Someone did better than Player B,all-all-all,all-all-all,6,1,6487,
89,english,only,brown,yellow,lightorange,No player hit none of his shots,none-half-half,none-half-half,9,1,13471,
89,english,only,seafoam,darkorange,wheat,Someone did better than Player A,half-half-half,half-half-half,8,1,4412,
89,english,only,wheat,grey,yellow,Player A tied with Player B,half-half-half,half-half-half,11,4,8731,
89,english,only,lightorange,lavender,grey,Player B tied with Player C,half-half-all,half-half-all,10,1,6671,
89,english,only,tan,wheat,darkorange,Most of the players missed shots,all-all-all,all-all-all,13,1,4074,
89,english,only,midnight,tan,lightblue,Exactly one player hit only some of his shots,half-all-all,all-all-half,12,7,6771,
89,english,only,wheat,darkorange,lightorange,Player B placed second,half-half-all,half-half-all,15,1,5587,
89,english,only,lightblue,pink,purple,Player A shot perfectly,half-half-all,all-half-half,14,7,5941,
89,english,only,purple,brown,royalblue,Someone did better than Player C,none-half-all,none-all-half,17,6,8456,
89,english,only,seafoam,lavender,purple,Every player hit only some of his shots,none-half-all,none-all-half,16,1,6060,
89,english,only,lightorange,royalblue,brown,Most of the players made shots,none-none-half,half-none-none,19,1,5610,
89,english,only,pink,grey,lightblue,We have a clear loser,none-none-half,none-half-none,18,1,5307,
89,english,only,pink,midnight,lightorange,Player A was the star player of the round,most-none-all,most-none-all,-1,1,8490,yes
89,english,only,lightorange,midnight,lightblue,Player A made none of his baskets,all-none-few,all-none-few,-3,2,19742,yes
89,english,only,darkorange,lightblue,grey,Player C messed up,all-all-none,all-all-none,-2,6,8289,yes
90,English,only,royalblue,seafoam,darkorange,Someone did better than Player C,all-all-all,all-all-all,24,1,4048,
90,English,only,grey,seafoam,brown,Player A tied with Player C,none-none-half,none-half-none,25,7,4018,
90,English,only,lavender,grey,pink,Every player hit none of his shots,all-all-all,all-all-all,26,1,8655,
90,English,only,grey,yellow,purple,No player hit only some of his shots,none-all-all,all-all-none,27,7,6135,
90,English,only,brown,lavender,pink,Every player hit all of his shots,none-none-none,none-none-none,20,1,4422,
90,English,only,midnight,royalblue,tan,Player B made no shots,none-half-half,half-none-half,21,7,4982,
90,English,only,purple,seafoam,midnight,Player B tied with Player C,half-half-all,half-half-all,22,1,4862,
90,English,only,lavender,royalblue,lightorange,Player A placed second,none-half-all,half-none-all,23,7,5598,
90,English,only,purple,lightorange,lightblue,Someone did better than Player B,none-none-all,all-none-none,28,7,6549,
90,English,only,tan,lightblue,yellow,Most of the players made shots,none-all-all,all-none-all,1,7,9467,
90,English,only,purple,grey,darkorange,Player C shot perfectly,none-none-none,none-none-none,0,1,6894,
90,English,only,yellow,wheat,darkorange,Exactly one player hit none of his shots,none-none-all,all-none-none,3,1,10709,
90,English,only,yellow,darkorange,midnight,Player C made no shots,none-none-none,none-none-none,2,7,6019,
90,English,only,brown,yellow,pink,Player B placed second,none-none-none,none-none-none,5,1,8365,
90,English,only,yellow,lavender,wheat,Someone did better than Player A,none-none-all,none-all-none,4,7,7469,
90,English,only,brown,lightblue,yellow,Player B shot perfectly,all-all-all,all-all-all,7,7,4111,
90,English,only,royalblue,seafoam,wheat,We have a clear loser,none-all-all,all-none-all,6,7,9415,
90,English,only,tan,lavender,purple,Player A tied with Player B,none-none-all,none-all-none,9,1,4909,
90,English,only,darkorange,purple,yellow,Player A shot perfectly,half-half-half,half-half-half,8,1,6927,
90,English,only,brown,wheat,tan,Exactly one player hit all of his shots,none-half-half,none-half-half,11,1,6860,
90,English,only,wheat,royalblue,purple,No player hit all of his shots,all-all-all,all-all-all,10,1,6323,
90,English,only,midnight,lavender,brown,Every player hit only some of his shots,none-half-half,half-none-half,13,1,5607,
90,English,only,midnight,grey,darkorange,No player hit none of his shots,none-none-none,none-none-none,12,7,7482,
90,English,only,purple,darkorange,yellow,Exactly one player hit only some of his shots,half-half-half,half-half-half,15,1,4626,
90,English,only,tan,midnight,purple,Most of the players missed shots,all-all-all,all-all-all,14,1,6124,
90,English,only,pink,purple,royalblue,All the players are tied,none-none-all,none-none-all,17,1,3788,
90,English,only,darkorange,lightorange,brown,We have a clear winner,none-all-all,all-all-none,16,1,6069,
90,English,only,royalblue,yellow,wheat,Player A made no shots,half-half-all,half-half-all,19,1,4314,
90,English,only,lavender,darkorange,wheat,Player C placed second,half-half-all,all-half-half,18,4,7363,
90,English,only,darkorange,purple,wheat,Player A was the star player of the round,most-none-all,most-none-all,-1,1,10638,yes
90,English,only,lightorange,purple,tan,Player A made none of his baskets,all-none-few,all-none-few,-3,1,25504,yes
90,English,only,tan,lavender,lightorange,Player C messed up,all-all-none,all-all-none,-2,7,9958,yes
91,English,focus,grey,brown,tan,Player A tied with Player B,none-all-all,none-all-all,24,1,2940,
91,English,focus,brown,midnight,lightorange,Every player hit <b>SOME</b> of his shots,none-none-half,none-none-half,25,1,3753,
91,English,focus,tan,seafoam,darkorange,No player hit <b>ALL</b> of his shots,none-none-all,none-none-all,26,1,4280,
91,English,focus,purple,royalblue,lavender,No player hit <b>NONE</b> of his shots,half-half-all,all-half-half,27,7,4567,
91,English,focus,midnight,yellow,lightorange,Player A tied with Player C,half-half-all,half-half-all,20,1,3474,
91,English,focus,tan,lightblue,midnight,Player A made no shots,none-half-half,half-half-none,21,1,3731,
91,English,focus,pink,royalblue,tan,Player B placed second,none-half-all,none-all-half,22,1,20303,
91,English,focus,seafoam,royalblue,yellow,No player hit <b>SOME</b> of his shots,all-all-all,all-all-all,23,1,4192,
91,English,focus,lightorange,seafoam,yellow,Player A placed second,none-half-all,all-none-half,28,1,6811,
91,English,focus,purple,pink,brown,Player B made no shots,none-none-half,half-none-none,1,7,3816,
91,English,focus,wheat,lavender,grey,All the players are tied,none-none-half,none-none-half,0,1,4648,
91,English,focus,yellow,tan,brown,Player C made no shots,half-half-all,half-all-half,3,1,7134,
91,English,focus,darkorange,lightorange,wheat,Someone did better than Player A,half-half-all,half-half-all,2,7,4494,
91,English,focus,brown,lightblue,midnight,Player B tied with Player C,none-none-none,none-none-none,5,7,7278,
91,English,focus,midnight,yellow,tan,Exactly one player hit <b>NONE</b> of his shots,none-none-all,all-none-none,4,1,7418,
91,English,focus,seafoam,wheat,purple,Most of the players made shots,half-all-all,all-half-all,7,7,3193,
91,English,focus,wheat,purple,royalblue,Most of the players missed shots,none-none-half,none-none-half,6,7,5501,
91,English,focus,royalblue,seafoam,purple,Exactly one player hit <b>ALL</b> of his shots,all-all-all,all-all-all,9,1,5006,
91,English,focus,midnight,wheat,brown,We have a clear winner,half-all-all,all-half-all,8,1,4971,
91,English,focus,brown,tan,pink,Someone did better than Player B,none-none-half,none-half-none,11,1,5227,
91,English,focus,yellow,midnight,lightblue,We have a clear loser,half-half-half,half-half-half,10,1,3598,
91,English,focus,yellow,midnight,wheat,Player A shot perfectly,none-none-none,none-none-none,13,1,3713,
91,English,focus,royalblue,pink,brown,Player B shot perfectly,half-all-all,all-all-half,12,7,3218,
91,English,focus,darkorange,royalblue,lightblue,Player C placed second,all-all-all,all-all-all,15,1,3237,
91,English,focus,seafoam,yellow,lightblue,Every player hit <b>ALL</b> of his shots,none-all-all,none-all-all,14,1,4200,
91,English,focus,wheat,seafoam,midnight,Someone did better than Player C,none-none-half,none-half-none,17,7,4196,
91,English,focus,purple,grey,pink,Every player hit <b>NONE</b> of his shots,none-all-all,all-all-none,16,1,3406,
91,English,focus,darkorange,lightblue,lightorange,Player C shot perfectly,none-half-all,half-all-none,19,1,3017,
91,English,focus,darkorange,lightblue,purple,Exactly one player hit <b>SOME</b> of his shots,none-none-all,all-none-none,18,7,4572,
91,English,focus,purple,seafoam,lightorange,Player A was the star player of the round,most-none-all,most-none-all,-1,1,7006,yes
