workerid,language,subjectCondition,player1color,player2color,player3color,sentence,condition,conditionOrder,trialnum,response,rt,trainingCorrect
1,English,only,purple,pink,tan,Player C made no shots,all-all-all,all-all-all,24,1,2661,
1,English,only,purple,lavender,darkorange,Player A tied with Player C,none-none-none,none-none-none,25,7,2798,
1,English,only,lightblue,purple,royalblue,Every player hit all of his shots,none-all-all,none-all-all,26,1,3181,
1,English,only,brown,midnight,lightorange,Every player hit none of his shots,none-all-all,all-none-all,27,1,5803,
1,English,only,seafoam,midnight,pink,We have a clear winner,none-half-half,none-half-half,20,1,3025,
1,English,only,purple,wheat,lightblue,Exactly one player hit none of his shots,half-half-all,half-all-half,21,1,4459,
1,English,only,darkorange,tan,lightorange,Most of the players missed shots,none-none-none,none-none-none,22,7,3011,
1,English,only,lightorange,royalblue,wheat,Player A tied with Player B,half-half-all,half-half-all,23,7,4502,
1,English,only,yellow,lightorange,brown,Player A placed second,none-half-half,half-none-half,28,2,5263,
1,English,only,brown,grey,seafoam,No player hit only some of his shots,none-none-none,none-none-none,1,2,13876,
1,English,only,brown,pink,yellow,Player B made no shots,all-all-all,all-all-all,0,1,6716,
1,English,only,seafoam,lightblue,grey,Player A shot perfectly,all-all-all,all-all-all,3,7,3676,
1,English,only,brown,grey,lavender,Player B placed second,none-half-all,half-none-all,2,1,7245,
1,English,only,yellow,seafoam,tan,No player hit none of his shots,none-all-all,all-all-none,5,1,8272,
1,English,only,lightorange,royalblue,yellow,Player A made no shots,none-none-none,none-none-none,4,7,3900,
1,English,only,yellow,lightblue,brown,Player C placed second,none-all-all,all-none-all,7,2,10474,
1,English,only,seafoam,purple,yellow,Exactly one player hit all of his shots,all-all-all,all-all-all,6,1,4622,
1,English,only,lavender,brown,lightblue,Player B shot perfectly,none-half-half,half-none-half,9,1,3306,
1,English,only,lightblue,brown,yellow,Someone did better than Player B,none-all-all,none-all-all,8,1,4679,
1,English,only,purple,pink,lightblue,Someone did better than Player A,all-all-all,all-all-all,11,1,3741,
1,English,only,royalblue,midnight,purple,Most of the players made shots,none-half-all,all-none-half,10,6,6925,
1,English,only,tan,pink,yellow,Player B tied with Player C,half-half-all,all-half-half,13,7,5196,
1,English,only,yellow,midnight,lightblue,We have a clear loser,all-all-all,all-all-all,12,1,4405,
1,English,only,lavender,seafoam,darkorange,Player C shot perfectly,none-half-all,half-all-none,15,1,3531,
1,English,only,yellow,lavender,grey,Every player hit only some of his shots,none-none-none,none-none-none,14,1,6784,
1,English,only,wheat,grey,seafoam,No player hit all of his shots,half-half-all,half-half-all,17,1,4764,
1,English,only,grey,lightblue,yellow,Someone did better than Player C,none-none-all,none-all-none,16,7,3565,
1,English,only,midnight,lightorange,brown,All the players are tied,half-half-half,half-half-half,19,7,3684,
1,English,only,wheat,purple,grey,Exactly one player hit only some of his shots,none-half-all,none-all-half,18,7,9017,
1,English,only,royalblue,brown,lavender,Player A was the star player of the round,most-none-all,most-none-all,-1,1,9265,yes
1,English,only,tan,lightorange,midnight,Player A made none of his baskets,all-none-few,all-none-few,-3,1,15619,yes
1,English,only,brown,pink,darkorange,Player C messed up,all-all-none,all-all-none,-2,6,11490,yes
2,English,focus,darkorange,yellow,brown,All the players are tied,none-none-none,none-none-none,24,7,2432,
2,English,focus,lightblue,wheat,darkorange,No player hit <b>ALL</b> of his shots,none-none-half,none-half-none,25,7,4886,
2,English,focus,purple,midnight,lightblue,Player A tied with Player C,half-half-half,half-half-half,26,7,5959,
2,English,focus,wheat,lightorange,royalblue,Player A tied with Player B,half-all-all,all-all-half,27,7,3284,
2,English,focus,wheat,midnight,royalblue,Player A placed second,none-none-half,none-half-none,20,1,4426,
2,English,focus,lightorange,yellow,lightblue,Exactly one player hit <b>NONE</b> of his shots,none-none-all,none-none-all,21,1,7531,
2,English,focus,seafoam,midnight,darkorange,Someone did better than Player A,none-none-none,none-none-none,22,1,3909,
2,English,focus,yellow,lightorange,darkorange,Player C placed second,none-half-all,half-all-none,23,1,3420,
2,English,focus,pink,royalblue,lightblue,Player B made no shots,none-all-all,none-all-all,28,1,2858,
2,English,focus,grey,darkorange,lavender,We have a clear winner,half-all-all,all-half-all,1,1,4375,
2,English,focus,royalblue,wheat,midnight,Player C made no shots,half-all-all,all-all-half,0,1,5025,
2,English,focus,darkorange,brown,grey,Most of the players missed shots,none-none-all,none-all-none,3,7,4846,
2,English,focus,pink,lavender,darkorange,No player hit <b>NONE</b> of his shots,none-none-all,none-none-all,2,1,5828,
2,English,focus,seafoam,royalblue,pink,Exactly one player hit <b>ALL</b> of his shots,none-none-none,none-none-none,5,1,4534,
2,English,focus,midnight,purple,lavender,We have a clear loser,half-half-half,half-half-half,4,1,3853,
2,English,focus,brown,lightblue,lavender,Player A shot perfectly,none-half-all,all-none-half,7,7,4361,
2,English,focus,seafoam,darkorange,lightorange,Every player hit <b>ALL</b> of his shots,half-half-all,half-half-all,6,1,3131,
2,English,focus,seafoam,brown,lavender,Every player hit <b>SOME</b> of his shots,half-all-all,all-all-half,9,7,5374,
2,English,focus,grey,yellow,lightblue,No player hit <b>SOME</b> of his shots,none-none-half,none-half-none,8,1,6548,
2,English,focus,lightblue,seafoam,royalblue,Exactly one player hit <b>SOME</b> of his shots,half-all-all,half-all-all,11,1,6037,
2,English,focus,lavender,pink,lightblue,Someone did better than Player C,none-half-all,all-half-none,10,7,3807,
2,English,focus,grey,wheat,midnight,Most of the players made shots,none-half-all,all-none-half,13,7,6526,
2,English,focus,grey,tan,seafoam,Player C shot perfectly,none-all-all,all-none-all,12,7,3028,
2,English,focus,pink,tan,wheat,Player B tied with Player C,none-none-none,none-none-none,15,7,4291,
2,English,focus,royalblue,midnight,yellow,Every player hit <b>NONE</b> of his shots,none-half-half,half-half-none,14,1,3999,
2,English,focus,yellow,pink,tan,Player A made no shots,half-all-all,half-all-all,17,1,3746,
2,English,focus,darkorange,midnight,royalblue,Player B shot perfectly,none-none-all,none-all-none,16,7,3201,
2,English,focus,grey,yellow,tan,Player B placed second,none-half-all,half-none-all,19,1,3832,
2,English,focus,pink,tan,royalblue,Someone did better than Player B,none-none-half,half-none-none,18,7,3809,
2,English,focus,darkorange,seafoam,lightorange,Player A was the star player of the round,most-none-all,most-none-all,-1,1,17658,no
2,English,focus,darkorange,midnight,royalblue,Player A made none of his baskets,all-none-few,all-none-few,-3,1,17054,yes
2,English,focus,midnight,purple,lightblue,Player C messed up,all-all-none,all-all-none,-2,7,7776,yes
3,english,focus,lightorange,darkorange,purple,Player B made no shots,half-all-all,all-all-half,24,1,5332,
3,english,focus,darkorange,brown,seafoam,Someone did better than Player C,none-half-half,none-half-half,25,1,4814,
3,english,focus,lightblue,tan,royalblue,Every player hit <b>ALL</b> of his shots,none-none-all,none-all-none,26,1,4934,
3,english,focus,purple,midnight,grey,No player hit <b>SOME</b> of his shots,none-none-all,all-none-none,27,1,5607,
3,english,focus,royalblue,brown,grey,Player B placed second,none-none-half,none-half-none,20,1,5679,
3,english,focus,grey,wheat,brown,We have a clear loser,none-all-all,all-none-all,21,7,5446,
3,english,focus,midnight,royalblue,tan,Player C placed second,none-all-all,all-all-none,22,1,5966,
3,english,focus,lavender,seafoam,yellow,Player B shot perfectly,half-half-half,half-half-half,23,1,5247,
3,english,focus,pink,midnight,wheat,No player hit <b>NONE</b> of his shots,none-none-half,none-none-half,28,1,3533,
3,english,focus,lightblue,purple,tan,Player A placed second,all-all-all,all-all-all,1,3,20452,
3,english,focus,lightblue,tan,pink,Player A made no shots,half-half-half,half-half-half,0,1,7376,
3,english,focus,midnight,lavender,brown,Player C shot perfectly,none-half-half,half-none-half,3,1,6965,
3,english,focus,brown,lightorange,seafoam,We have a clear winner,none-half-all,half-none-all,2,7,5006,
3,english,focus,seafoam,lightblue,yellow,Every player hit <b>SOME</b> of his shots,none-none-all,none-all-none,5,1,5071,
3,english,focus,wheat,seafoam,lightorange,Most of the players made shots,none-all-all,all-all-none,4,1,5511,
3,english,focus,purple,lightorange,tan,No player hit <b>ALL</b> of his shots,none-all-all,all-all-none,7,1,20775,
3,english,focus,darkorange,wheat,yellow,Someone did better than Player A,none-none-none,none-none-none,6,1,10187,
3,english,focus,lavender,yellow,darkorange,Player A tied with Player B,half-all-all,all-half-all,9,1,5879,
3,english,focus,pink,wheat,royalblue,Exactly one player hit <b>SOME</b> of his shots,none-half-all,all-half-none,8,1,22214,
3,english,focus,lightblue,darkorange,seafoam,Player A tied with Player C,all-all-all,all-all-all,11,7,5584,
3,english,focus,seafoam,pink,lightorange,All the players are tied,none-half-all,none-all-half,10,1,5134,
3,english,focus,grey,midnight,lavender,Every player hit <b>NONE</b> of his shots,none-none-none,none-none-none,13,7,4854,
3,english,focus,darkorange,midnight,purple,Most of the players missed shots,half-half-half,half-half-half,12,7,4702,
3,english,focus,lightblue,midnight,purple,Exactly one player hit <b>ALL</b> of his shots,half-half-all,half-half-all,15,7,10853,
3,english,focus,midnight,lightorange,brown,Player A shot perfectly,none-none-all,none-none-all,14,1,6493,
3,english,focus,darkorange,tan,yellow,Player C made no shots,none-none-all,none-all-none,17,7,5663,
3,english,focus,lightblue,darkorange,midnight,Exactly one player hit <b>NONE</b> of his shots,half-all-all,all-half-all,16,1,4870,
3,english,focus,lightorange,lightblue,pink,Someone did better than Player B,none-half-half,none-half-half,19,1,6918,
3,english,focus,midnight,royalblue,tan,Player B tied with Player C,half-half-all,all-half-half,18,7,4918,
3,english,focus,wheat,yellow,darkorange,Player A was the star player of the round,most-none-all,most-none-all,-1,1,11101,yes
3,english,focus,yellow,grey,midnight,Player A made none of his baskets,all-none-few,all-none-few,-3,1,12364,yes
3,english,focus,wheat,yellow,midnight,Player C messed up,all-all-none,all-all-none,-2,7,7051,yes
4,English,focus,darkorange,seafoam,grey,Exactly one player hit <b>ALL</b> of his shots,none-half-all,all-none-half,24,7,9277,
4,English,focus,lightblue,yellow,grey,Player A tied with Player C,none-half-half,none-half-half,25,1,6388,
4,English,focus,midnight,pink,brown,Most of the players made shots,none-half-all,half-all-none,26,7,4950,
4,English,focus,brown,pink,tan,Player B placed second,none-all-all,all-none-all,27,7,6652,
4,English,focus,midnight,lavender,seafoam,Player A made no shots,all-all-all,all-all-all,20,1,3638,
4,English,focus,royalblue,tan,yellow,Player A shot perfectly,half-half-half,half-half-half,21,1,7758,
4,English,focus,lightblue,wheat,midnight,Player C made no shots,none-none-half,none-half-none,22,7,2623,
4,English,focus,brown,tan,yellow,Every player hit <b>ALL</b> of his shots,none-none-half,none-none-half,23,1,9851,
4,English,focus,lavender,wheat,seafoam,Exactly one player hit <b>NONE</b> of his shots,none-half-all,half-none-all,28,7,5167,
4,English,focus,lavender,darkorange,purple,We have a clear winner,half-all-all,all-all-half,1,1,5764,
4,English,focus,seafoam,darkorange,pink,Player A placed second,none-all-all,all-none-all,0,4,8506,
4,English,focus,yellow,brown,darkorange,Player B tied with Player C,none-half-half,half-half-none,3,1,5309,
4,English,focus,brown,lavender,tan,No player hit <b>ALL</b> of his shots,none-none-half,none-none-half,2,7,6500,
4,English,focus,purple,lightorange,midnight,Player B shot perfectly,none-half-all,half-none-all,5,1,3271,
4,English,focus,lightorange,brown,seafoam,No player hit <b>SOME</b> of his shots,none-none-none,none-none-none,4,7,9922,
4,English,focus,lightorange,yellow,purple,We have a clear loser,none-none-none,none-none-none,7,1,4333,
4,English,focus,purple,grey,seafoam,All the players are tied,none-none-half,none-none-half,6,1,3892,
4,English,focus,lightorange,yellow,royalblue,Player A tied with Player B,none-none-none,none-none-none,9,5,5434,
4,English,focus,brown,lightorange,grey,Every player hit <b>NONE</b> of his shots,half-half-half,half-half-half,8,1,3991,
4,English,focus,midnight,lightblue,royalblue,Exactly one player hit <b>SOME</b> of his shots,none-all-all,all-none-all,11,1,5795,
4,English,focus,purple,brown,yellow,Someone did better than Player B,none-half-half,half-half-none,10,1,5344,
4,English,focus,seafoam,pink,lightblue,Someone did better than Player C,half-all-all,half-all-all,13,1,5622,
4,English,focus,midnight,wheat,lavender,Player C shot perfectly,none-half-half,none-half-half,12,1,2860,
4,English,focus,yellow,grey,wheat,No player hit <b>NONE</b> of his shots,none-none-none,none-none-none,15,1,5885,
4,English,focus,purple,brown,grey,Most of the players missed shots,half-half-all,all-half-half,14,6,4253,
4,English,focus,lavender,brown,yellow,Someone did better than Player A,half-half-all,half-half-all,17,7,3237,
4,English,focus,lightorange,wheat,darkorange,Every player hit <b>SOME</b> of his shots,half-all-all,all-half-all,16,7,3679,
4,English,focus,purple,darkorange,tan,Player B made no shots,none-half-all,half-none-all,19,7,3492,
4,English,focus,yellow,tan,purple,Player C placed second,half-all-all,all-half-all,18,3,7309,
4,English,focus,pink,brown,midnight,Player A was the star player of the round,most-none-all,most-none-all,-1,1,6744,yes
4,English,focus,lavender,darkorange,yellow,Player A made none of his baskets,all-none-few,all-none-few,-3,1,9567,yes
4,English,focus,pink,purple,royalblue,Player C messed up,all-all-none,all-all-none,-2,7,6560,yes
5,English,only,grey,midnight,brown,Someone did better than Player B,none-all-all,all-all-none,24,1,2635,
5,English,only,midnight,tan,pink,No player hit all of his shots,none-none-none,none-none-none,25,5,4328,
5,English,only,grey,pink,royalblue,Player B shot perfectly,none-all-all,none-all-all,26,7,2699,
5,English,only,seafoam,lightblue,lightorange,Most of the players missed shots,none-none-half,half-none-none,27,6,4872,
5,English,only,seafoam,darkorange,lightorange,Player C made no shots,half-half-half,half-half-half,20,1,2435,
5,English,only,lavender,wheat,midnight,We have a clear winner,half-half-half,half-half-half,21,1,3466,
5,English,only,lightorange,grey,wheat,No player hit none of his shots,half-half-all,all-half-half,22,7,4076,
5,English,only,pink,purple,tan,Every player hit none of his shots,all-all-all,all-all-all,23,1,4172,
5,English,only,lightblue,tan,yellow,Exactly one player hit all of his shots,half-all-all,all-all-half,28,1,2248,
5,English,only,seafoam,wheat,brown,Player A shot perfectly,none-none-none,none-none-none,1,1,3140,
5,English,only,tan,brown,purple,Player C placed second,none-half-all,half-all-none,0,1,7834,
5,English,only,brown,purple,lightblue,All the players are tied,none-half-half,none-half-half,3,1,2498,
5,English,only,lavender,royalblue,seafoam,No player hit only some of his shots,none-half-all,half-none-all,2,6,15121,
5,English,only,lavender,tan,seafoam,Exactly one player hit only some of his shots,half-half-all,half-all-half,5,1,4186,
5,English,only,royalblue,midnight,grey,Every player hit all of his shots,half-all-all,all-half-all,4,1,3106,
5,English,only,grey,lavender,darkorange,Player A tied with Player C,half-half-half,half-half-half,7,6,5889,
5,English,only,darkorange,seafoam,wheat,Someone did better than Player A,half-half-all,half-half-all,6,7,2607,
5,English,only,yellow,purple,grey,We have a clear loser,none-all-all,all-all-none,9,7,3357,
5,English,only,grey,midnight,royalblue,Player B tied with Player C,none-none-half,half-none-none,8,7,3638,
5,English,only,grey,lightblue,darkorange,Most of the players made shots,none-half-all,half-all-none,11,7,6998,
5,English,only,brown,royalblue,darkorange,Player B made no shots,none-half-half,half-none-half,10,7,2701,
5,English,only,royalblue,yellow,lavender,Player A made no shots,none-all-all,all-all-none,13,1,1858,
5,English,only,royalblue,pink,wheat,Player C shot perfectly,none-all-all,all-all-none,12,1,2060,
5,English,only,royalblue,grey,lightorange,Player B placed second,half-half-all,all-half-half,15,5,3606,
5,English,only,royalblue,midnight,grey,Exactly one player hit none of his shots,none-none-half,half-none-none,14,1,3201,
5,English,only,lightblue,pink,wheat,Player A placed second,half-half-half,half-half-half,17,1,4763,
5,English,only,purple,royalblue,darkorange,Every player hit only some of his shots,none-none-half,none-none-half,16,1,3153,
5,English,only,midnight,lightblue,wheat,Someone did better than Player C,none-none-half,none-half-none,19,6,4186,
5,English,only,darkorange,purple,royalblue,Player A tied with Player B,none-half-all,all-none-half,18,1,2700,
5,English,only,lavender,pink,royalblue,Player A was the star player of the round,most-none-all,most-none-all,-1,1,13341,yes
5,English,only,lightblue,lightorange,brown,Player A made none of his baskets,all-none-few,all-none-few,-3,1,10168,yes
5,English,only,lightorange,royalblue,tan,Player C messed up,all-all-none,all-all-none,-2,6,6139,yes
6,English,focus,darkorange,yellow,lavender,Player A placed second,none-half-half,half-half-none,24,4,9910,
6,English,focus,wheat,midnight,darkorange,Every player hit <b>ALL</b> of his shots,half-half-all,all-half-half,25,1,3722,
6,English,focus,tan,seafoam,lavender,Player B tied with Player C,none-none-all,all-none-none,26,7,2500,
6,English,focus,yellow,midnight,grey,Most of the players made shots,none-none-all,none-all-none,27,1,2478,
6,English,focus,lavender,yellow,darkorange,Player C shot perfectly,all-all-all,all-all-all,20,7,2621,
6,English,focus,purple,tan,brown,Every player hit <b>SOME</b> of his shots,none-all-all,all-none-all,21,1,3632,
6,English,focus,purple,pink,darkorange,Player A made no shots,none-half-half,half-half-none,22,1,2478,
6,English,focus,lightblue,brown,purple,Player B made no shots,none-all-all,all-none-all,23,7,2520,
6,English,focus,grey,brown,lightblue,No player hit <b>NONE</b> of his shots,none-half-all,none-half-all,28,1,2832,
6,English,focus,lavender,pink,royalblue,Someone did better than Player A,none-none-none,none-none-none,1,1,4793,
6,English,focus,brown,pink,wheat,No player hit <b>SOME</b> of his shots,none-none-none,none-none-none,0,7,5666,
6,English,focus,seafoam,lavender,purple,No player hit <b>ALL</b> of his shots,half-half-half,half-half-half,3,7,3254,
6,English,focus,seafoam,wheat,pink,Player C made no shots,none-none-all,all-none-none,2,7,3210,
6,English,focus,yellow,wheat,purple,Player C placed second,all-all-all,all-all-all,5,1,3583,
6,English,focus,lightblue,pink,midnight,Someone did better than Player B,none-all-all,none-all-all,4,1,4916,
6,English,focus,pink,brown,purple,Player A tied with Player C,none-half-all,none-all-half,7,1,3217,
6,English,focus,purple,lavender,lightorange,Every player hit <b>NONE</b> of his shots,half-half-half,half-half-half,6,1,3322,
6,English,focus,midnight,darkorange,brown,Exactly one player hit <b>NONE</b> of his shots,none-all-all,all-none-all,9,7,4087,
6,English,focus,pink,midnight,royalblue,Someone did better than Player C,all-all-all,all-all-all,8,1,3079,
6,English,focus,midnight,purple,royalblue,Most of the players missed shots,none-half-half,half-none-half,11,7,4852,
6,English,focus,tan,brown,darkorange,Exactly one player hit <b>SOME</b> of his shots,none-half-all,all-half-none,10,7,4072,
6,English,focus,purple,seafoam,lightblue,Exactly one player hit <b>ALL</b> of his shots,half-half-all,half-all-half,13,7,5000,
6,English,focus,purple,yellow,seafoam,Player A tied with Player B,half-all-all,all-half-all,12,1,4046,
6,English,focus,lightorange,brown,royalblue,All the players are tied,none-all-all,all-all-none,15,1,2911,
6,English,focus,lavender,wheat,tan,Player B shot perfectly,none-none-none,none-none-none,14,1,2541,
6,English,focus,lightorange,royalblue,lavender,Player A shot perfectly,none-half-half,half-none-half,17,1,1850,
6,English,focus,seafoam,grey,midnight,We have a clear loser,none-none-all,none-all-none,16,1,3444,
6,English,focus,seafoam,royalblue,grey,We have a clear winner,none-none-half,half-none-none,19,7,2737,
6,English,focus,midnight,seafoam,royalblue,Player B placed second,none-half-all,all-none-half,18,1,2362,
6,English,focus,brown,wheat,royalblue,Player A was the star player of the round,most-none-all,most-none-all,-1,1,6724,yes
6,English,focus,tan,pink,purple,Player A made none of his baskets,all-none-few,all-none-few,-3,1,17991,yes
6,English,focus,royalblue,darkorange,lightorange,Player C messed up,all-all-none,all-all-none,-2,7,5640,yes
7,English,focus,seafoam,yellow,wheat,Someone did better than Player B,all-all-all,all-all-all,24,1,4053,
7,English,focus,tan,purple,lavender,No player hit <b>SOME</b> of his shots,none-none-half,none-none-half,25,1,3689,
7,English,focus,midnight,tan,purple,Every player hit <b>NONE</b> of his shots,half-half-half,half-half-half,26,1,3063,
7,English,focus,purple,yellow,darkorange,No player hit <b>NONE</b> of his shots,half-half-all,half-all-half,27,6,10448,
7,English,focus,darkorange,lavender,midnight,Someone did better than Player C,none-none-half,half-none-none,20,7,4532,
7,English,focus,lavender,wheat,tan,No player hit <b>ALL</b> of his shots,half-half-half,half-half-half,21,7,3622,
7,English,focus,lavender,darkorange,royalblue,Player A placed second,none-all-all,all-none-all,22,1,3731,
7,English,focus,purple,royalblue,midnight,Exactly one player hit <b>SOME</b> of his shots,none-none-none,none-none-none,23,1,5072,
7,English,focus,pink,midnight,lightorange,Someone did better than Player A,none-all-all,all-all-none,28,1,5017,
7,English,focus,pink,brown,wheat,Player B made no shots,none-none-none,none-none-none,1,6,3608,
7,English,focus,midnight,lightblue,purple,All the players are tied,none-none-none,none-none-none,0,6,5493,
7,English,focus,yellow,lightblue,grey,Exactly one player hit <b>NONE</b> of his shots,none-none-half,none-half-none,3,1,5012,
7,English,focus,purple,lavender,lightblue,Exactly one player hit <b>ALL</b> of his shots,none-half-all,half-all-none,2,6,5021,
7,English,focus,lightblue,brown,purple,Player A shot perfectly,half-half-all,all-half-half,5,6,4028,
7,English,focus,pink,lightorange,purple,Player B shot perfectly,none-none-half,half-none-none,4,1,5036,
7,English,focus,lightorange,lightblue,yellow,We have a clear winner,none-half-half,none-half-half,7,1,5253,
7,English,focus,yellow,lavender,seafoam,Player A tied with Player B,none-half-half,half-half-none,6,6,3692,
7,English,focus,seafoam,lavender,purple,Player A made no shots,none-all-all,none-all-all,9,7,3445,
7,English,focus,lavender,brown,darkorange,Player C made no shots,none-none-half,none-half-none,8,7,4302,
7,English,focus,tan,lightblue,darkorange,Player A tied with Player C,all-all-all,all-all-all,11,4,6415,
7,English,focus,yellow,lightblue,tan,We have a clear loser,none-none-half,none-none-half,10,1,4016,
7,English,focus,tan,darkorange,pink,Player C shot perfectly,none-none-all,none-none-all,13,7,3489,
7,English,focus,lavender,lightorange,seafoam,Every player hit <b>ALL</b> of his shots,none-half-all,half-none-all,12,1,3486,
7,English,focus,yellow,lavender,purple,Player B tied with Player C,none-none-half,none-half-none,15,1,3646,
7,English,focus,midnight,seafoam,lavender,Most of the players made shots,none-half-all,all-none-half,14,5,7191,
7,English,focus,lavender,seafoam,darkorange,Player B placed second,none-all-all,all-all-none,17,1,5005,
7,English,focus,yellow,seafoam,darkorange,Every player hit <b>SOME</b> of his shots,half-all-all,half-all-all,16,3,7303,
7,English,focus,grey,seafoam,lavender,Player C placed second,none-none-none,none-none-none,19,1,2828,
7,English,focus,darkorange,lightorange,midnight,Most of the players missed shots,none-half-half,half-none-half,18,4,9776,
7,English,focus,tan,royalblue,darkorange,Player A was the star player of the round,most-none-all,most-none-all,-1,1,7951,yes
7,English,focus,seafoam,lightorange,brown,Player A made none of his baskets,all-none-few,all-none-few,-3,1,12883,yes
7,English,focus,seafoam,pink,darkorange,Player C messed up,all-all-none,all-all-none,-2,6,7312,yes
8,English,only,royalblue,purple,tan,Most of the players missed shots,none-half-all,none-all-half,24,3,4293,
8,English,only,purple,darkorange,royalblue,We have a clear winner,half-half-all,all-half-half,25,7,4755,
8,English,only,seafoam,lavender,lightblue,Player C shot perfectly,none-half-half,none-half-half,26,1,4126,
8,English,only,wheat,midnight,purple,Exactly one player hit all of his shots,half-all-all,all-all-half,27,1,4599,
8,English,only,tan,midnight,lightorange,Player A placed second,none-all-all,none-all-all,20,1,4044,
8,English,only,brown,lightorange,lavender,Player C placed second,none-half-all,half-all-none,21,1,6621,
8,English,only,brown,midnight,seafoam,Player A tied with Player C,all-all-all,all-all-all,22,6,3991,
8,English,only,lightorange,purple,wheat,Player A made no shots,half-half-all,all-half-half,23,1,2883,
8,English,only,midnight,darkorange,wheat,Player B placed second,none-all-all,none-all-all,28,2,4211,
8,English,only,lavender,purple,darkorange,No player hit none of his shots,half-half-all,half-half-all,1,2,16568,
8,English,only,brown,wheat,midnight,Player A tied with Player B,none-none-none,none-none-none,0,4,18631,
8,English,only,lightorange,brown,grey,Player B made no shots,half-half-half,half-half-half,3,1,6127,
8,English,only,midnight,tan,seafoam,Most of the players made shots,none-all-all,all-none-all,2,6,8438,
8,English,only,lightorange,darkorange,purple,All the players are tied,half-half-half,half-half-half,5,7,5068,
8,English,only,seafoam,purple,wheat,Exactly one player hit none of his shots,none-half-all,none-all-half,4,7,6909,
8,English,only,pink,yellow,grey,Every player hit all of his shots,all-all-all,all-all-all,7,7,5115,
8,English,only,yellow,lightorange,seafoam,We have a clear loser,none-half-half,half-half-none,6,7,5181,
8,English,only,royalblue,lavender,pink,No player hit only some of his shots,none-all-all,all-all-none,9,7,8319,
8,English,only,wheat,lavender,brown,Every player hit only some of his shots,none-all-all,none-all-all,8,1,12898,
8,English,only,darkorange,purple,lightorange,Someone did better than Player B,half-half-all,all-half-half,11,7,6099,
8,English,only,grey,seafoam,wheat,Player B shot perfectly,half-all-all,half-all-all,10,7,5080,
8,English,only,pink,grey,yellow,Someone did better than Player A,none-half-half,half-half-none,13,2,10314,
8,English,only,lightblue,lavender,seafoam,Player C made no shots,none-none-none,none-none-none,12,6,5632,
8,English,only,midnight,grey,purple,Someone did better than Player C,none-none-none,none-none-none,15,1,7594,
8,English,only,tan,darkorange,brown,Exactly one player hit only some of his shots,none-all-all,none-all-all,14,2,4196,
8,English,only,midnight,lightblue,darkorange,Every player hit none of his shots,all-all-all,all-all-all,17,1,27767,
8,English,only,lightblue,midnight,pink,No player hit all of his shots,none-all-all,all-all-none,16,1,3818,
8,English,only,royalblue,lavender,seafoam,Player A shot perfectly,none-none-half,half-none-none,19,1,4133,
8,English,only,wheat,darkorange,purple,Player B tied with Player C,none-all-all,all-all-none,18,1,21044,
8,English,only,wheat,lavender,lightblue,Player A was the star player of the round,most-none-all,most-none-all,-1,2,13825,yes
8,English,only,purple,pink,grey,Player A made none of his baskets,all-none-few,all-none-few,-3,1,20190,yes
8,English,only,lightblue,wheat,yellow,Player C messed up,all-all-none,all-all-none,-2,6,16310,no
9,english,only,midnight,lavender,seafoam,Most of the players missed shots,all-all-all,all-all-all,24,1,3343,
9,english,only,purple,midnight,pink,Someone did better than Player C,half-all-all,all-half-all,25,1,4602,
9,english,only,midnight,grey,brown,Player B made no shots,none-half-half,half-half-none,26,1,2727,
9,english,only,midnight,tan,lavender,Player A shot perfectly,none-none-none,none-none-none,27,1,2628,
9,english,only,purple,lightblue,royalblue,Someone did better than Player A,none-none-none,none-none-none,20,1,4469,
9,english,only,brown,wheat,yellow,Exactly one player hit only some of his shots,all-all-all,all-all-all,21,1,4289,
9,english,only,lavender,tan,royalblue,Player B tied with Player C,none-half-half,half-half-none,22,1,3518,
9,english,only,midnight,seafoam,darkorange,Exactly one player hit all of his shots,none-none-all,none-none-all,23,7,6485,
9,english,only,seafoam,midnight,lavender,We have a clear winner,none-half-all,all-none-half,28,7,3409,
9,english,only,royalblue,pink,tan,Most of the players made shots,none-half-all,all-none-half,1,4,8908,
9,english,only,lavender,darkorange,tan,Player B placed second,all-all-all,all-all-all,0,1,9008,
9,english,only,tan,royalblue,grey,Player A made no shots,half-half-half,half-half-half,3,1,5612,
9,english,only,lavender,lightblue,yellow,Player A tied with Player B,none-none-none,none-none-none,2,7,5740,
9,english,only,royalblue,seafoam,brown,Every player hit none of his shots,none-none-half,half-none-none,5,1,4173,
9,english,only,darkorange,midnight,grey,Exactly one player hit none of his shots,none-half-half,half-half-none,4,7,5405,
9,english,only,grey,brown,tan,Player B shot perfectly,none-none-all,none-none-all,7,1,4323,
9,english,only,yellow,grey,midnight,We have a clear loser,none-half-half,half-none-half,6,7,3952,
9,english,only,lavender,seafoam,midnight,Someone did better than Player B,none-none-none,none-none-none,9,1,6948,
9,english,only,lightorange,midnight,purple,Every player hit all of his shots,half-half-all,half-all-half,8,1,4666,
9,english,only,lightblue,royalblue,lightorange,No player hit all of his shots,half-half-half,half-half-half,11,7,3623,
9,english,only,darkorange,grey,lightorange,Every player hit only some of his shots,none-none-all,all-none-none,10,1,5293,
9,english,only,brown,darkorange,seafoam,Player A tied with Player C,none-half-all,all-half-none,13,1,3498,
